,사용년월,표준버스정류장ID,버스정류장ARS번호,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,행정동,역명
22,11,104000001,5001,14633.333333333334,7172.1875,2175.5,3421.6,14692.285714285714,26426.399999999998,41212.96551724138,87775.33333333333,164812.13333333333,105583.2,75722.66666666667,68824.59999999999,73524.83333333334,73974.66666666666,56290.0,57353.6551724138,65530.42857142857,80326.07142857143,100195.0,85277.13793103448,58553.620689655174,56765.034482758616,51199.75862068965,29004.344827586207,중곡1동,군자교입구
23,12,104000001,5001,12304.6,2646.0,804.0,0.0,13161.777777777777,28611.699999999997,45195.200000000004,80755.0,156878.4,94264.5,81775.8,68287.6,69919.2,72046.0,68994.79999999999,69299.8,65463.33333333333,104966.40000000001,124795.8,90876.90000000001,57650.4,62608.299999999996,65669.59999999999,31677.4,중곡1동,군자교입구
24,1,104000002,5002,17818.48275862069,3558.666666666667,1660.75,730.9615384615385,2632.222222222222,51568.137931034486,52791.58620689655,74848.3448275862,141765.5172413793,95594.89655172414,83328.96551724138,75820.13793103448,90057.37931034483,98286.89655172414,103231.86206896552,114732.62068965517,119060.55172413793,135740.6896551724,177361.6551724138,119023.44827586207,79015.86206896552,100874.4827586207,59735.862068965514,27244.1,군자동,군자교입구
25,2,104000002,5002,16259.444444444445,5062.222222222222,2333.3333333333335,791.8260869565217,2382.8260869565215,46720.92307692307,44600.0,64025.77777777778,121330.07407407407,92292.88888888889,71802.5,64284.74074074074,77640.88888888889,92956.11111111111,93835.70370370371,107770.66666666666,109540.44444444444,127184.5925925926,154012.2962962963,108314.07407407407,71786.0,80876.22222222222,62165.777777777774,32824.0,군자동,군자교입구
26,3,104000002,5002,20399.166666666668,5165.428571428572,1353.3333333333333,1031.8636363636363,4159.619047619048,57650.541666666664,44458.125,85244.29166666666,130111.33333333333,89209.3043478261,66409.66666666667,69401.45454545454,67340.65217391304,74521.39130434782,72599.80952380953,96284.04761904762,99675.0,118251.0,157792.2272727273,104925.33333333333,67138.125,60000.04,59241.840000000004,41470.0,군자동,군자교입구
27,4,104000002,5002,37723.92,9585.818181818182,7437.0,2580.190476190476,5239.333333333333,69020.60869565218,56256.64,113381.53846153845,164550.6923076923,102753.88461538461,82917.69230769231,73751.53846153845,81990.26923076923,87414.92307692308,77720.72,83516.70833333333,94385.45454545454,103913.47826086957,122907.08695652174,103859.82608695651,77802.26086956522,67402.36,72258.46153846155,51561.36,군자동,군자교입구
28,5,104000002,5002,18372.363636363636,9576.0,3036.6,1715.0,3252.1666666666665,36353.454545454544,29798.952380952378,60946.47619047619,86934.4347826087,56184.22727272727,42374.34782608696,35304.34782608696,41544.24,36931.30434782609,36012.48,34991.47826086956,51633.75,45845.0,58967.65217391305,43141.36363636364,44638.27272727273,36471.42857142857,37010.434782608696,27054.545454545456,군자동,군자교입구
29,6,104000002,5002,13958.48275862069,4049.833333333333,2136.4,1077.7142857142858,2808.923076923077,30997.42857142857,27951.777777777777,54020.06896551724,72983.10344827586,55493.433333333334,47226.8,43187.66666666667,48155.8,53068.51724137931,48321.31034482759,52538.793103448275,73350.62068965517,75761.37931034483,100157.5172413793,72345.0,44844.65517241379,43810.34482758621,44196.41379310345,30198.0,군자동,군자교입구
30,7,104000002,5002,15949.5,6380.0,4455.0,1952.5,2898.5,50312.0,40994.909090909096,82389.5,97352.57142857142,46475.0,32550.0,23650.4,39932.0,42883.5,59551.0,53466.0,65173.333333333336,113892.66666666666,146570.6666666667,114529.28571428572,67044.0,66585.0,42357.66666666667,33283.0,군자동,군자교입구
31,8,104000002,5002,8747.454545454544,2046.2666666666667,1411.6666666666665,699.7142857142858,1843.9199999999998,27819.166666666668,19364.304347826088,40910.086956521736,56212.54545454545,42580.63636363636,27695.166666666664,29577.333333333336,31828.478260869564,30996.000000000004,35206.0,34757.65217391304,43643.0,49818.68181818182,67779.60869565218,50414.434782608696,30459.478260869568,30446.08695652174,33475.125,19155.333333333336,군자동,군자교입구
32,9,104000002,5002,7632.066666666667,1949.3157894736842,594.75,816.75,1119.4615384615383,22249.5,16899.666666666668,37713.10344827586,52063.44827586207,35456.89655172414,25829.62068965517,24087.5,28190.333333333336,29117.14285714286,29651.933333333334,30708.58620689655,40319.793103448275,46968.68965517241,64564.96551724138,60710.0,41142.6,32347.466666666667,34070.833333333336,23092.533333333333,군자동,군자교입구
33,10,104000002,5002,15717.724137931034,4275.2307692307695,4330.636363636364,1622.8333333333333,1978.7142857142858,32722.758620689656,28747.793103448275,55050.0,88330.13793103448,53892.965517241384,43271.555555555555,43546.57142857143,46876.6551724138,50925.42857142857,42192.68965517241,50124.13793103448,56113.44827586207,76723.10344827587,102377.89655172414,80344.27586206897,53793.93103448276,52893.620689655174,52108.13793103448,32265.0,군자동,군자교입구
34,11,104000002,5002,25715.533333333333,6257.307692307692,3870.0,1683.6923076923076,3731.071428571429,60083.100000000006,50266.34482758621,106601.33333333334,156846.66666666666,98633.06666666667,77376.66666666666,74943.6,79166.0,84500.0,78566.40000000001,85986.0,98523.00000000001,125933.92857142858,154215.2857142857,126447.51724137932,80977.44827586207,78300.0,71792.75862068965,44241.41379310345,군자동,군자교입구
35,12,104000002,5002,15857.0,8400.0,2907.0,693.0,2684.4444444444443,42952.0,38347.4,70533.40000000001,114979.2,85421.8,59374.399999999994,58748.8,68897.5,76412.7,76374.9,83756.4,93877.33333333333,121084.59999999999,148468.19999999998,107611.79999999999,62567.0,58394.399999999994,61123.700000000004,32689.5,군자동,군자교입구
36,1,104000003,5003,17157.0,9262.5,6045.0,5739.52,22230.222222222223,52374.0,47707.24137931035,83926.62068965517,186237.93103448275,128558.96551724138,116865.72413793104,106764.0,113633.48275862068,122265.89655172414,116326.44827586206,115251.41379310345,126948.0,145588.4827586207,178936.0344827586,120153.72413793103,89515.55172413793,124585.24137931035,78858.68965517242,32722.8,중곡2동,군자역.용마초등학교
37,2,104000003,5003,15183.51851851852,14841.272727272726,4032.0,6797.96,20994.791666666664,48700.799999999996,43255.333333333336,72859.25925925926,179233.3333333333,127237.03703703704,97251.0,95075.40740740742,105152.0,113970.51851851851,106305.0,109323.14814814815,116100.0,136789.22222222222,172572.8148148148,116034.07407407407,89486.29629629629,108695.55555555556,78678.03703703704,34800.0,중곡2동,군자역.용마초등학교
38,3,104000003,5003,18992.583333333332,12065.0,4235.0,5714.55,20601.428571428572,41125.0,43166.666666666664,73486.16666666666,144632.6,111168.0,77398.16,85234.90909090909,79030.22727272728,80594.95652173914,77087.23809523809,97781.09523809524,107238.27272727274,103565.09090909091,140211.72727272726,98908.125,69625.58333333334,71982.36,65116.56,37252.583333333336,중곡2동,군자역.용마초등학교
39,4,104000003,5003,33737.56,17013.6,11276.25,8661.130434782608,22978.809523809527,42678.782608695656,50774.0,86468.03846153847,179042.88461538462,122761.5,103124.0,86909.42307692306,83568.33333333334,83784.92307692308,78850.625,90375.0,101036.36363636365,101623.26086956522,121498.34782608696,95122.17391304349,89347.0,83864.48,78673.26923076923,50184.24,중곡2동,군자역.용마초등학교
40,5,104000003,5003,15093.0,7089.599999999999,2380.0,4511.0,10808.055555555557,23613.333333333332,24957.714285714286,46905.33333333333,81091.27272727272,57362.18181818182,43873.45454545455,34502.608695652176,42396.833333333336,46230.90909090909,35343.0,39803.09090909091,55944.818181818184,52071.818181818184,58133.18181818182,48756.454545454544,43988.416666666664,40203.42857142857,34941.565217391304,21377.454545454544,중곡2동,군자역.용마초등학교
41,6,104000003,5003,9259.137931034482,5373.0,3018.714285714286,1752.0,7638.153846153847,19087.137931034482,19659.037037037036,34689.206896551725,62284.48275862069,47276.53333333333,40430.34482758621,39602.1,44593.86666666667,60555.0,50533.65517241379,46503.89655172414,73400.3448275862,59030.51724137931,67577.93103448275,48557.17241379311,39639.48275862069,34861.206896551725,37687.3448275862,19870.20689655172,중곡2동,군자역.용마초등학교
42,7,104000003,5003,11835.870967741936,8113.833333333334,4468.8,5291.25,12588.214285714286,30499.733333333334,33097.82142857143,66142.74193548388,85706.83870967742,59298.83870967742,50278.12903225807,75983.06666666667,123624.0,60890.75862068966,69235.8,58552.0,95354.58064516129,135412.2,170068.38709677418,67486.7741935484,51554.1935483871,58964.12903225806,44270.709677419356,27899.193548387095,중곡2동,군자역.용마초등학교
43,8,104000003,5003,8217.0,3608.888888888889,1125.4166666666665,1242.0,5696.0,17534.16,9815.119999999999,31049.03846153846,38322.0,35844.8,27601.0,22426.14285714286,25118.076923076922,35543.846153846156,34218.32142857143,44305.96153846154,38854.32,42314.36,37073.600000000006,32094.46153846154,19244.076923076922,22854.0,22711.785714285714,12573.555555555555,중곡2동,군자역.용마초등학교
44,9,104000003,5003,4844.666666666667,1926.3157894736842,1281.4285714285713,1510.0,4503.230769230769,10589.400000000001,9703.333333333334,20820.0,34909.24137931035,27287.58620689655,17644.827586206895,18918.482758620692,22344.6,23933.892857142855,47277.2,38529.1724137931,28164.103448275862,31802.275862068967,32022.137931034486,33872.666666666664,29184.63333333333,24809.399999999998,28505.6,13897.866666666667,중곡2동,군자역.용마초등학교
45,10,104000003,5003,10464.741935483871,5638.125,2334.9333333333334,3202.214285714286,7665.689655172414,19196.967741935485,20820.0,36845.6,69723.54838709677,52351.3870967742,36945.24137931035,39376.25,37726.6129032258,41720.275862068964,38136.275862068964,38490.83333333333,49225.838709677424,56209.354838709674,82684.45161290323,53365.5,46114.53333333333,47292.0,41319.87096774194,21339.41935483871,중곡2동,군자역.용마초등학교
46,11,104000003,5003,16816.800000000003,9353.6,4847.733333333334,7625.333333333333,18593.75,39097.6,42131.379310344826,68319.59999999999,165394.5,117696.36666666667,76764.8,69711.6,76420.5,75733.9,69552.0,74265.85714285714,91195.57142857143,96736.07142857142,128738.57142857143,94833.10344827586,77058.62068965517,74537.51724137932,62883.58620689655,33296.41379310345,중곡2동,군자역.용마초등학교
47,12,104000003,5003,13595.599999999999,10028.666666666666,2034.0,3476.0,13723.111111111111,34243.5,37637.6,54839.700000000004,126025.2,96678.0,71289.4,75335.0,71772.8,80105.40000000001,80762.20000000001,84744.0,100589.22222222222,116264.2,151221.6,97042.79999999999,68653.5,67241.5,60645.0,33909.3,중곡2동,군자역.용마초등학교
48,1,104000004,5004,27709.862068965514,5280.857142857142,4397.142857142857,2104.84,18172.0,59444.96551724138,61854.89655172414,86530.48275862068,186081.93103448278,120274.75862068965,121311.3103448276,100411.72413793104,111790.55172413793,120727.58620689657,131322.41379310345,136433.10344827586,162286.3448275862,184298.89655172412,214461.20689655174,165714.89655172414,129589.44827586206,168845.79310344826,91984.6551724138,41472.0,능동,군자역.용마초등학교
49,2,104000004,5004,23814.37037037037,9324.0,1613.3333333333333,2110.6153846153848,12305.0,44867.600000000006,45191.03703703704,62516.666666666664,131832.59259259258,97148.44444444444,78216.92307692308,82814.33333333334,93464.44444444444,91845.55555555556,94355.55555555555,107361.11111111111,134517.77777777778,145259.59259259258,183607.1111111111,121246.74074074073,92004.33333333333,110216.00000000001,77976.88888888889,37393.46153846154,능동,군자역.용마초등학교
50,3,104000004,5004,28480.666666666668,3145.0,2600.0,2050.714285714286,12576.136363636364,38790.0,39091.33333333333,69660.5,135601.6666666667,78854.08695652174,57939.625,60783.090909090904,58618.63636363637,66742.26086956522,66706.28571428571,79151.71428571429,91557.95454545454,104661.0,135478.63636363635,94134.5,64216.125,62757.12,57893.48,40643.95833333333,능동,군자역.용마초등학교
51,4,104000004,5004,57680.280000000006,4485.0,10758.0,4726.0,16253.636363636364,47975.5,45787.846153846156,90999.23076923077,161953.61538461538,91446.92307692308,76102.2,65263.38461538461,67175.66666666666,67332.0,67911.25,71600.0,80852.45454545454,84005.86956521739,92706.95652173912,82647.78260869565,72733.66666666666,75380.64,69456.11538461538,56863.2,능동,군자역.용마초등학교
52,5,104000004,5004,22960.08695652174,5277.285714285714,3093.4285714285716,3108.0,6620.444444444444,18016.909090909092,16711.714285714286,38220.95238095238,71400.0,37950.260869565216,27048.0,24050.08695652174,30532.04347826087,27339.09090909091,27239.583333333332,25963.636363636368,32579.727272727276,24576.81818181818,32554.363636363636,26989.434782608696,27947.739130434784,28468.045454545456,24485.363636363636,16786.227272727276,능동,군자역.용마초등학교
53,6,104000004,5004,11010.965517241379,3576.9230769230767,3031.5,820.0,4860.96,17889.214285714286,17945.0,35344.51724137931,56969.379310344826,41416.0,33962.89655172414,34017.666666666664,35256.26666666667,37247.31034482759,39710.666666666664,41223.03448275862,58386.206896551725,50808.620689655174,60822.3448275862,48580.275862068964,35032.06896551724,36790.3448275862,29933.689655172417,19973.379310344826,능동,군자역.용마초등학교
54,7,104000004,5004,13509.677419354839,4348.058823529412,3681.6,1749.0,7561.607142857144,25694.666666666668,22828.75,43353.0,76230.83870967742,48421.74193548387,33716.45161290323,30517.433333333334,33789.0,50768.0,40616.53333333333,36978.74193548387,43895.8064516129,57891.0,70245.29032258065,54633.77419354839,41181.67741935484,46460.48387096774,34330.06451612904,25367.225806451614,능동,군자역.용마초등학교
55,8,104000004,5004,4350.0,1313.6842105263158,1292.0,673.75,2935.208333333333,8374.4,7666.88,16242.23076923077,31806.000000000004,22175.56,19576.142857142855,17760.428571428572,17585.26923076923,18766.73076923077,23470.714285714286,21590.69230769231,21857.92,27761.920000000002,26586.72,19044.384615384617,14696.64,15750.72,19545.857142857145,9487.037037037036,능동,군자역.용마초등학교
56,9,104000004,5004,4587.133333333333,1355.2631578947369,916.125,508.79999999999995,2760.5925925925926,9086.933333333334,7369.200000000001,16420.793103448275,29186.06896551724,20090.482758620692,14452.41379310345,17300.58620689655,16034.333333333332,19898.571428571428,19160.7,21806.55172413793,24724.206896551725,27933.724137931033,32136.000000000004,34465.200000000004,24600.999999999996,20332.0,17628.666666666668,14184.800000000001,능동,군자역.용마초등학교
57,10,104000004,5004,13743.483870967742,3332.0,2482.0,1045.0,4660.3448275862065,15651.870967741936,15493.483870967742,32211.7,52764.35483870968,34318.06451612904,27011.310344827583,29594.142857142855,28587.387096774193,32467.862068965518,25585.241379310344,34262.700000000004,41589.1935483871,43386.838709677424,66720.67741935485,48461.0,40474.83333333333,42765.967741935485,37263.161290322576,24522.483870967746,능동,군자역.용마초등학교
58,11,104000004,5004,25053.233333333334,9048.0,5476.666666666667,2466.0,14948.285714285714,42275.833333333336,40845.724137931036,85568.24137931035,134408.9,82537.5,61866.666666666664,65042.399999999994,71620.90000000001,70004.2,63501.4,75169.6551724138,90166.5,97119.42857142858,125922.75,109008.55172413793,76186.55172413794,76850.1724137931,62540.68965517241,39856.206896551725,능동,군자역.용마초등학교
59,12,104000004,5004,18254.600000000002,2233.0,2040.0,1005.0,9372.0,31579.2,30594.3,56368.600000000006,104825.0,69731.90000000001,53196.8,52463.7,52579.799999999996,51770.4,54033.0,66549.59999999999,83198.44444444445,97860.8,112137.5,94680.7,63339.0,69260.4,56089.600000000006,34959.6,능동,군자역.용마초등학교
60,1,104000005,5005,8508.068965517241,2778.75,2242.5,1288.96,20041.48148148148,52751.0,54484.34482758621,102124.6896551724,198000.0,147402.41379310345,98545.51724137932,82210.6551724138,92537.48275862068,97165.55172413794,90644.75862068965,88979.41379310345,97539.3103448276,98326.75862068965,139570.6896551724,81009.5172413793,57362.68965517241,77711.58620689655,49557.58620689655,21679.533333333333,중곡2동,중곡동입구삼거리
61,2,104000005,5005,8175.740740740742,4830.0,1302.0,1414.96,22066.25,45904.0,50300.37037037037,90755.55555555556,173950.66666666666,137884.07407407407,84876.0,75345.18518518518,83744.0,95275.55555555556,85246.66666666667,83809.25925925927,90450.0,96316.44444444444,124083.55555555555,82108.33333333334,55917.40740740741,67665.18518518518,51158.22222222222,24928.846153846152,중곡2동,중곡동입구삼거리
62,3,104000005,5005,9485.0,3444.875,1778.3333333333333,1308.1499999999999,20389.285714285717,42743.75,45593.33333333333,82655.0,150606.4,114314.73913043478,65941.12,66565.81818181818,66237.95454545454,64426.08695652174,60389.71428571428,77529.04761904762,85166.18181818182,68772.36363636365,101473.09090909091,69594.58333333334,44503.833333333336,43775.64,41789.28,25727.5,중곡2동,중곡동입구삼거리
63,4,104000005,5005,13401.24,6038.4,3836.25,2232.0,23518.333333333336,49672.565217391304,56816.0,97828.23076923078,179883.46153846156,129631.61538461538,89656.0,67598.76923076922,67838.33333333334,70184.30769230769,62963.25000000001,69393.75,74890.9090909091,68061.3043478261,85222.26086956522,67052.08695652174,55789.0,53439.96,51704.23076923077,32485.56,중곡2동,중곡동입구삼거리
64,5,104000005,5005,6062.727272727273,2508.7999999999997,1353.3333333333333,1313.0,10306.944444444445,23959.04761904762,24957.714285714286,49767.666666666664,85162.95454545454,60778.18181818182,40130.909090909096,27832.695652173916,34692.16666666667,36467.72727272727,27735.5,30706.636363636364,42236.36363636363,34537.09090909091,39888.18181818182,33877.63636363636,30094.333333333332,25356.190476190477,22560.695652173912,12973.636363636364,중곡2동,중곡동입구삼거리
65,6,104000005,5005,4390.758620689655,2061.0,1372.142857142857,606.0,7798.769230769231,18448.344827586207,19602.814814814814,39295.03448275862,65174.48275862069,49794.666666666664,35762.75862068966,30481.8,36028.26666666667,48360.0,43068.0,36834.96551724138,56635.51724137931,41381.379310344826,45667.862068965514,34543.68965517241,26040.689655172413,22351.379310344826,22663.55172413793,13132.55172413793,중곡2동,중곡동입구삼거리
66,7,104000005,5005,6006.451612903225,3322.666666666667,2143.2000000000003,1955.0,12561.142857142859,28959.2,31964.035714285717,74464.83870967742,89872.3870967742,63932.12903225806,44412.77419354839,60742.96666666667,101080.8,46641.24137931035,53541.666666666664,46449.0,73733.90322580645,98868.0,124958.70967741935,47234.0,33064.51612903226,36495.354838709674,28641.290322580644,18055.645161290322,중곡2동,중곡동입구삼거리
67,8,104000005,5005,4073.6400000000003,1288.0,529.25,446.72727272727275,5932.8,17329.68,10310.16,37795.96153846154,41130.0,38693.12,24885.0,19191.357142857145,20777.30769230769,29227.69230769231,26384.892857142855,35255.192307692305,30667.52,31243.960000000003,27912.640000000003,21962.76923076923,12440.615384615383,14910.0,14229.642857142857,8659.888888888889,중곡2동,중곡동입구삼거리
68,9,104000005,5005,2367.866666666667,718.421052631579,604.5714285714286,470.0,4056.461538461538,10022.400000000001,9835.866666666667,24630.0,36869.0,28886.379310344826,16128.965517241379,15228.689655172415,18119.5,19206.964285714286,37068.8,30620.137931034482,23561.206896551725,22071.103448275862,24211.37931034483,23620.666666666664,18515.63333333333,14893.199999999999,18822.399999999998,9248.833333333334,중곡2동,중곡동입구삼거리
69,10,104000005,5005,5443.032258064516,1850.3125,1044.2666666666667,707.5714285714286,6850.379310344828,19312.322580645163,21000.0,43629.6,69766.25806451614,55981.709677419356,33475.03448275862,29952.785714285714,31634.8064516129,32832.0,29544.827586206895,30430.399999999998,40099.25806451613,38796.77419354839,59358.1935483871,37140.33333333333,27501.199999999997,29352.0,25944.74193548387,14473.0,중곡2동,중곡동입구삼거리
