,사용년월,표준버스정류장ID,버스정류장ARS번호,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,행정동,역명
428,9,104000037,5130,1044.3,19.200000000000003,0.0,0.0,0.0,148.86666666666667,1095.9642857142858,1743.5172413793102,2955.1034482758623,1977.5862068965519,2223.310344827586,3240.0,2281.6000000000004,3240.571428571429,4243.2,3855.689655172414,3324.758620689655,3297.5862068965516,3726.0,5448.633333333333,3340.133333333333,3155.2000000000003,2566.8,2049.3333333333335,중곡3동,면곡시장앞
429,10,104000037,5130,2124.8064516129034,29.571428571428573,0.0,0.0,0.0,264.19354838709677,1920.1666666666667,3670.7999999999997,5990.451612903225,3151.8,3617.586206896552,3860.9285714285716,3774.677419354839,4083.724137931034,3402.9310344827586,4432.5,4370.967741935484,6323.032258064516,8905.516129032258,6787.700000000001,5922.333333333334,5951.612903225807,5118.451612903225,3795.161290322581,중곡3동,면곡시장앞
430,11,104000037,5130,3301.866666666667,0.0,0.0,0.0,0.0,624.0,3878.6206896551726,8033.666666666667,11349.333333333332,7865.0,6868.533333333333,7900.299999999999,7520.7,8103.0,6923.1,8714.48275862069,8530.5,12410.714285714286,14700.035714285714,13867.655172413793,11172.41379310345,8626.620689655172,8199.827586206897,5199.448275862069,중곡3동,면곡시장앞
431,12,104000037,5130,2812.5,483.0,0.0,0.0,0.0,1584.0,5036.25,6662.25,12738.0,8142.0,8336.25,8084.666666666666,8750.22222222222,8431.222222222223,8733.777777777777,11014.333333333332,10519.0,15812.888888888889,17268.777777777777,16233.75,11433.25,11025.0,9870.0,5467.0,중곡3동,면곡시장앞
432,1,104000038,5131,1002.7586206896552,0.0,0.0,0.0,4943.84,10877.793103448275,8686.344827586207,21333.58620689655,43945.03448275862,35613.0,31747.896551724138,27135.931034482757,28159.55172413793,25774.758620689656,27534.62068965517,25379.58620689655,28447.241379310344,24344.8275862069,27603.03448275862,23980.55172413793,15435.862068965518,15826.068965517241,10655.172413793103,4848.966666666667,중곡3동,용암사입구
433,2,104000038,5131,828.5925925925926,0.0,0.0,0.0,3594.7826086956525,8287.84,7767.6923076923085,15804.555555555555,34844.333333333336,26387.30769230769,23759.333333333332,21578.666666666668,21570.85185185185,20194.62962962963,19831.777777777777,18208.074074074073,20381.925925925927,17918.0,21144.666666666668,17997.25925925926,10769.111111111111,12238.666666666666,10181.333333333332,4920.0,중곡3동,용암사입구
434,3,104000038,5131,911.7391304347826,0.0,0.0,0.0,4021.6000000000004,8066.363636363636,10186.0,29001.954545454544,37194.90909090909,28658.045454545452,23716.0,21779.42857142857,20385.0,18056.0,16760.25,19652.199999999997,20204.1,17929.666666666664,22036.142857142855,20434.347826086956,13155.173913043478,10222.5,9344.833333333334,5858.541666666666,중곡3동,용암사입구
435,4,104000038,5131,1851.76,0.0,0.0,0.0,4963.52380952381,10718.695652173912,14042.0,37899.230769230766,41302.153846153844,27748.076923076926,25039.26923076923,22201.5,21460.222222222223,19072.30769230769,17609.48,17525.666666666668,19622.909090909092,16738.909090909092,17679.91304347826,18993.73913043478,11531.1,11877.478260869566,11111.318181818182,7671.4,중곡3동,용암사입구
436,5,104000038,5131,979.0,0.0,0.0,0.0,2756.684210526316,5772.0,7260.0,17816.0,19167.272727272724,13592.863636363636,13065.81818181818,10310.782608695652,10236.521739130436,9887.090909090908,8641.25,7439.347826086956,11340.000000000002,7732.571428571428,9122.699999999999,7900.521739130434,7773.700000000001,5357.142857142857,4593.9473684210525,3503.181818181818,중곡3동,용암사입구
437,6,104000038,5131,715.448275862069,0.0,0.0,0.0,1845.0,4278.2962962962965,4889.846153846154,13920.214285714284,14540.071428571428,12534.689655172415,12266.89655172414,10590.862068965518,12358.137931034482,11961.07142857143,9783.172413793103,10157.931034482759,13475.379310344828,10649.137931034482,11544.827586206897,9372.689655172413,6636.827586206896,5634.206896551725,4370.793103448275,3385.344827586207,중곡3동,용암사입구
438,7,104000038,5131,999.0967741935484,0.0,0.0,0.0,2486.8275862068967,6584.933333333333,7839.0,18062.709677419356,25083.709677419356,19006.0,14671.548387096773,13595.806451612903,18748.137931034482,23657.586206896554,11891.9,11803.354838709676,13226.612903225807,17533.733333333334,16278.387096774193,16857.58064516129,11116.51612903226,8036.967741935484,6901.419354838709,4511.322580645161,중곡3동,용암사입구
439,8,104000038,5131,378.84,0.0,0.0,0.0,1025.5217391304348,2801.458333333333,3455.2,5931.416666666667,11234.4,11070.720000000001,15928.857142857143,13987.5,9069.576923076922,8228.461538461539,9229.285714285714,9441.346153846152,6799.32,7604.96,6614.16,9968.88,3683.4,3139.68,3573.214285714286,1842.5,중곡3동,용암사입구
440,9,104000038,5131,442.5,0.0,0.0,0.0,1128.6153846153845,3552.5,3452.571428571429,7653.931034482758,9530.068965517241,8127.241379310345,6731.379310344828,8856.0,6660.8,8682.285714285716,9763.199999999999,7646.517241379311,8255.03448275862,6086.689655172414,6000.620689655173,8615.233333333334,5113.6,4096.0,3682.8,2141.2,중곡3동,용암사입구
441,10,104000038,5131,800.8064516129033,0.0,0.0,0.0,1873.7931034482758,5639.5161290322585,5779.233333333334,14962.266666666665,19458.193548387095,12905.900000000001,11808.172413793103,12169.0,10681.903225806453,12065.10344827586,8155.172413793103,8610.0,10217.741935483871,11536.451612903225,15078.0,12524.800000000001,9182.333333333334,8588.709677419356,7835.354838709677,3993.677419354839,중곡3동,용암사입구
442,11,104000038,5131,1618.1333333333334,0.0,0.0,0.0,4767.285714285715,11065.6,12636.137931034484,28378.666666666668,38485.33333333333,28188.333333333336,23840.199999999997,23402.399999999998,22270.6,19554.5,18658.0,17654.896551724138,21070.5,21625.0,23142.749999999996,21734.689655172417,14006.896551724138,11612.758620689656,10294.241379310344,5930.620689655172,중곡3동,용암사입구
443,12,104000038,5131,1143.75,0.0,0.0,0.0,4593.428571428572,11528.0,12452.5,27722.25,42944.0,29669.625,28492.875,25842.777777777777,24901.333333333332,21782.222222222223,22130.666666666668,24450.666666666664,26866.625,28931.111111111113,28368.555555555555,26547.5,16849.0,15793.75,12747.0,6987.75,중곡3동,용암사입구
444,1,104000039,5132,300.82758620689657,1165.8000000000002,798.0,429.4074074074074,1492.48,7978.758620689655,6461.793103448275,8471.448275862069,9878.689655172413,7074.0,9550.655172413793,9389.137931034482,10234.965517241379,9121.931034482759,11934.344827586207,10116.689655172413,12628.448275862069,13316.620689655172,17974.068965517243,17382.206896551725,14514.689655172415,18097.51724137931,10370.689655172415,4483.466666666667,중곡3동,용곡삼거리
445,2,104000039,5132,97.48148148148148,227.25,220.0,161.30434782608697,994.7826086956522,5872.4,4566.461538461539,5875.777777777777,7956.000000000001,5094.692307692308,6255.111111111111,6052.0,7361.666666666667,7811.814814814816,8569.0,7679.444444444444,9345.62962962963,11387.333333333334,13396.0,13740.296296296296,10746.814814814816,12931.0,9123.851851851852,3713.653846153846,중곡3동,용곡삼거리
446,3,104000039,5132,425.4782608695652,355.0,124.0,303.57142857142856,936.85,6304.5,3960.0,7881.681818181818,8060.454545454545,5852.863636363636,6820.0,6720.380952380952,6306.428571428571,6179.0,6458.400000000001,7352.599999999999,9525.599999999999,9351.619047619048,12772.047619047618,13965.652173913044,9495.608695652174,10692.5,9023.25,6684.5,중곡3동,용곡삼거리
447,4,104000039,5132,1828.3200000000002,1238.2,936.0,653.8181818181819,893.9047619047619,9201.217391304348,5426.400000000001,10179.23076923077,9718.153846153846,5927.461538461539,6839.538461538462,6908.5,6954.148148148149,6520.769230769231,6268.36,7697.083333333334,8206.545454545456,8430.545454545454,10393.826086956522,13044.95652173913,11013.45,12844.0,10212.136363636364,10406.0,중곡3동,용곡삼거리
448,5,104000039,5132,2794.0,553.0,777.3333333333333,156.0,424.1052631578947,4423.714285714285,2532.0,5674.909090909091,4529.409090909091,3020.6363636363635,3765.272727272727,3126.608695652174,3531.130434782609,2990.9090909090905,2960.5,3536.7391304347825,3986.1818181818185,3639.6190476190477,5379.15,5190.95652173913,6035.6,4971.428571428572,4376.8421052631575,3579.5454545454545,중곡3동,용곡삼거리
449,6,104000039,5132,1531.7931034482758,308.0,359.3333333333333,215.0,504.0,3031.1481481481483,2204.0,4846.714285714285,3612.6071428571427,2929.034482758621,3738.4827586206898,3439.137931034483,3958.5517241379307,4583.214285714286,3757.4482758620693,4911.310344827587,7384.413793103448,5073.275862068966,7904.482758620689,5567.172413793103,4617.310344827586,5063.172413793103,4231.206896551724,3660.344827586207,중곡3동,용곡삼거리
450,7,104000039,5132,1380.774193548387,347.2307692307692,797.1428571428571,341.0,325.3793103448276,5076.933333333333,3640.0,5851.483870967742,6472.741935483871,5291.0,4145.806451612903,4877.419354838709,8476.551724137931,8641.862068965518,5733.400000000001,6546.58064516129,7873.870967741936,9915.333333333334,12291.096774193547,12234.193548387097,8405.806451612903,6844.1612903225805,6573.935483870968,5201.709677419354,중곡3동,용곡삼거리
451,8,104000039,5132,309.96,213.20000000000002,289.7142857142857,148.20000000000002,223.91304347826087,2022.9999999999998,1271.1999999999998,1703.125,2186.48,2581.6800000000003,5375.285714285714,5050.0,3349.0,3076.5384615384614,4054.1428571428573,5140.384615384615,3543.48,3742.88,4622.8,6517.44,2473.8,2822.24,3641.5714285714284,2167.0,중곡3동,용곡삼거리
452,9,104000039,5132,430.70000000000005,236.8,224.0,98.0,206.57692307692307,2408.9333333333334,1101.642857142857,2061.5172413793102,1826.6896551724137,1913.7931034482758,2223.310344827586,2760.0,2263.2000000000003,2835.5,4060.7999999999997,4014.2413793103447,3672.620689655172,3091.1724137931033,4068.6206896551726,5530.400000000001,3716.133333333333,3443.2000000000003,3924.6,2628.7999999999997,중곡3동,용곡삼거리
453,10,104000039,5132,907.5806451612904,552.0,473.0,307.18181818181813,439.31034482758616,3200.8064516129034,2341.666666666667,4046.4666666666662,3673.9999999999995,3213.6000000000004,2959.0,3699.214285714286,3531.709677419355,4073.931034482758,3388.103448275862,4275.0,4637.096774193548,6076.451612903226,9542.451612903225,8116.400000000001,6280.933333333333,7282.25806451613,6367.741935483871,4600.903225806452,중곡3동,용곡삼거리
454,11,104000039,5132,1574.4,1590.8571428571427,823.8461538461539,1067.7333333333333,992.2857142857143,6198.400000000001,4348.137931034483,6781.666666666667,7402.666666666666,6478.333333333334,6788.666666666666,6805.799999999999,8317.466666666667,5716.5,6219.333333333334,9085.655172413793,9784.5,11857.142857142857,15932.821428571428,14830.96551724138,12931.034482758621,12159.241379310344,11064.827586206895,8550.655172413793,중곡3동,용곡삼거리
455,12,104000039,5132,2287.5,1311.0,1275.0,0.0,1104.0,8426.0,5695.0,7371.0,7722.0,6947.25,7160.625,6737.222222222222,9220.444444444443,7154.333333333334,9593.777777777777,10937.444444444443,13286.125,15917.333333333334,19435.666666666668,20928.125,14110.0,15028.125,12600.0,8912.75,중곡3동,용곡삼거리
456,1,104000040,5133,426.1724137931035,482.40000000000003,336.0,479.9259259259259,1725.68,3591.7241379310344,5746.758620689655,9013.827586206897,16895.58620689655,10584.0,11916.41379310345,9415.58620689655,12164.068965517241,10739.48275862069,13780.689655172413,15338.206896551723,20152.344827586207,19013.310344827587,30491.724137931036,32720.896551724138,21137.172413793105,26862.344827586207,17405.172413793105,5726.166666666667,중곡3동,중곡역.국립정신건강센터
457,2,104000040,5133,73.11111111111111,176.75,140.0,437.82608695652175,1130.4347826086957,3257.52,4378.153846153847,6390.444444444444,11590.222222222223,8247.461538461539,8020.666666666666,7548.0,9581.851851851852,8561.555555555557,10775.111111111111,11841.925925925925,15615.185185185184,16099.333333333334,22698.777777777777,24382.7037037037,17480.296296296296,16705.333333333332,14632.592592592591,5393.076923076923,중곡3동,중곡역.국립정신건강센터
458,3,104000040,5133,344.4347826086956,337.25,116.0,303.57142857142856,1736.6000000000001,4457.727272727273,4708.0,9242.863636363636,12172.454545454546,9490.5,8030.0,8181.333333333333,7887.857142857142,7048.5,8406.45,12377.199999999999,14477.4,14801.0,20892.666666666664,22995.652173913044,16834.0,13277.5,12125.583333333334,8951.083333333332,중곡3동,중곡역.국립정신건강센터
459,4,104000040,5133,2086.1600000000003,906.0,840.0,789.0909090909091,1505.5238095238096,7202.0,5450.2,11626.153846153846,17361.076923076922,10910.307692307693,8853.923076923076,8056.5,8906.888888888889,7632.692307692308,9240.279999999999,10369.916666666668,12938.545454545456,14081.454545454546,17144.608695652176,22347.65217391304,14797.650000000001,17741.04347826087,15799.909090909092,12874.4,중곡3동,중곡역.국립정신건강센터
460,5,104000040,5133,2068.0,500.3333333333333,513.3333333333333,116.99999999999999,735.9473684210526,3387.428571428571,2952.0,5699.636363636363,7016.590909090909,4875.590909090909,4419.636363636363,3917.0434782608695,4892.869565217392,4366.727272727272,4200.5,4777.826086956522,6881.318181818183,6158.857142857143,8572.8,9205.391304347826,9043.85,7371.428571428572,7034.210526315789,5221.363636363636,중곡3동,중곡역.국립정신건강센터
461,6,104000040,5133,1348.344827586207,301.7142857142857,359.3333333333333,283.8,603.0,1998.7407407407409,2177.2307692307695,3052.678571428571,3388.4999999999995,2860.0,3653.5172413793107,3575.862068965517,3728.275862068965,4527.321428571428,4506.9655172413795,6203.241379310345,8795.448275862069,7368.103448275861,9654.827586206897,8782.620689655172,6716.896551724138,6014.896551724139,5225.758620689655,4390.51724137931,중곡3동,중곡역.국립정신건강센터
462,7,104000040,5133,1066.4516129032259,525.5384615384615,885.7142857142857,429.0,801.8275862068966,2626.4333333333334,2873.0,4066.0645161290327,5504.032258064516,4446.0,4525.8387096774195,4694.516129032258,7412.827586206896,8915.586206896553,6005.900000000001,7186.064516129032,8705.967741935485,13424.933333333334,16095.483870967742,16132.064516129032,11103.483870967742,8233.838709677419,8866.322580645161,6213.4838709677415,중곡3동,중곡역.국립정신건강센터
463,8,104000040,5133,378.84,246.0,341.7142857142857,188.1,309.0,1105.7083333333333,1064.0,1448.7916666666667,2754.2400000000002,2737.92,4362.142857142857,4587.5,3553.576923076923,3507.6923076923076,4273.285714285715,6308.653846153846,5391.72,5995.76,7228.84,11361.72,3927.0,3759.68,4927.928571428572,2634.5,중곡3동,중곡역.국립정신건강센터
464,9,104000040,5133,454.3,371.20000000000005,219.42857142857142,181.3,433.3076923076923,1211.2333333333333,891.5357142857143,1584.5172413793102,2189.793103448276,1945.6896551724137,1865.7931034482758,2744.0,2514.666666666667,3569.214285714286,4944.0,4893.482758620689,5793.241379310344,4400.137931034483,6067.241379310345,9507.233333333334,5564.8,4761.6,4687.2,3052.7999999999997,중곡3동,중곡역.국립정신건강센터
465,10,104000040,5133,790.1290322580645,601.2857142857143,440.0,455.81818181818176,815.8620689655172,2072.9032258064517,1676.6333333333334,2994.6,4191.1612903225805,3687.4,3515.551724137931,3679.0,3826.741935483871,4191.448275862069,3795.862068965517,5070.0,6774.193548387097,8454.193548387097,13815.709677419354,12792.6,9823.466666666667,8927.41935483871,9521.290322580646,5523.41935483871,중곡3동,중곡역.국립정신건강센터
466,11,104000040,5133,1224.5333333333333,795.4285714285713,988.6153846153846,1358.9333333333334,1596.2857142857144,3057.6,3266.2068965517246,6573.0,8085.333333333333,7800.0,6169.7,7283.4,8200.866666666667,6882.0,7872.366666666667,9957.103448275862,13794.0,15892.857142857143,25533.60714285714,23721.51724137931,18848.275862068967,16160.275862068966,15727.862068965516,9139.655172413793,중곡3동,중곡역.국립정신건강센터
467,12,104000040,5133,2100.0,1173.0,1750.0,0.0,1340.5714285714287,4444.0,4760.0,7512.75,9218.0,9004.875,8143.875,7682.444444444444,9097.777777777777,8919.444444444445,9517.333333333334,14455.111111111111,20056.75,21369.333333333332,29584.666666666668,31843.125,18571.25,18156.25,19341.0,9682.75,중곡3동,중곡역.국립정신건강센터
468,1,104000041,5134,1353.7241379310346,0.0,0.0,0.0,2168.76,10467.310344827587,16048.551724137931,32000.379310344826,57235.862068965514,34344.0,26490.655172413793,26342.48275862069,32258.896551724138,28453.0,24885.517241379308,28090.758620689652,32674.448275862065,31648.275862068967,36960.41379310345,23685.103448275862,21211.862068965518,19801.103448275862,13525.862068965518,4848.966666666667,중곡3동,대원고교앞
469,2,104000041,5134,731.1111111111111,0.0,0.0,0.0,1492.1739130434783,8864.0,13134.461538461539,25754.777777777777,44175.444444444445,24879.46153846154,24389.888888888887,23641.333333333336,33770.18518518518,21887.592592592595,21039.333333333332,19654.925925925927,27355.925925925927,24159.333333333336,26376.111111111113,20357.555555555555,15718.88888888889,16035.333333333332,12025.777777777777,4186.7307692307695,중곡3동,대원고교앞
470,3,104000041,5134,1681.6521739130435,0.0,0.0,0.0,1142.5,10210.318181818182,16962.0,47268.13636363636,50231.818181818184,28681.363636363636,17490.0,20318.476190476187,19710.0,19536.0,21165.3,28614.999999999996,78359.4,28295.52380952381,26203.04761904762,24696.95652173913,16679.91304347826,15568.749999999998,20524.583333333336,4821.291666666666,중곡3동,대원고교앞
471,4,104000041,5134,3094.0800000000004,0.0,0.0,0.0,1199.7142857142858,11200.434782608694,19040.0,55998.46153846154,54360.92307692308,36887.23076923077,26538.346153846152,22693.5,19288.2962962963,19505.76923076923,23040.92,27963.250000000004,69143.45454545454,27322.909090909092,22021.826086956524,23512.695652173912,15351.000000000002,18278.0,25990.636363636364,6413.0,중곡3동,대원고교앞
472,5,104000041,5134,1375.0,0.0,0.0,0.0,511.4210526315789,5972.571428571428,10800.0,25889.454545454544,25647.63636363636,16775.68181818182,13216.0,8598.173913043478,9860.869565217392,10348.545454545454,9788.25,13156.95652173913,32215.909090909096,12518.47619047619,11428.05,9690.260869565216,8948.35,9017.142857142857,9517.894736842105,2625.0,중곡3동,대원고교앞
473,6,104000041,5134,1155.7241379310344,0.0,0.0,0.0,324.0,4385.666666666667,7941.538461538462,20063.142857142855,18726.392857142855,15591.931034482759,13498.89655172414,11432.241379310346,11294.482758620688,12218.178571428572,12662.89655172414,17465.724137931036,48045.724137931036,18045.689655172413,14291.379310344826,11236.965517241379,7579.862068965517,9117.517241379312,10259.58620689655,2560.344827586207,중곡3동,대원고교앞
474,7,104000041,5134,942.9677419354839,0.0,0.0,0.0,522.9310344827586,6987.066666666667,12220.0,25008.903225806454,31820.645161290322,24947.0,16986.290322580644,15205.354838709678,21158.137931034482,22777.758620689656,13396.1,17526.193548387095,41195.0,25080.800000000003,19009.74193548387,19347.09677419355,11155.612903225807,9403.483870967742,8842.064516129032,3321.0,중곡3동,대원고교앞
475,8,104000041,5134,428.04,0.0,0.0,0.0,335.8695652173913,2751.875,4698.4,7798.041666666667,12732.32,10988.880000000001,14986.071428571428,11212.5,8183.076923076923,8440.384615384615,9802.428571428572,12980.76923076923,18604.8,10579.0,7477.76,11309.16,3990.0,3873.7599999999998,4952.785714285715,1248.5,중곡3동,대원고교앞
476,9,104000041,5134,477.90000000000003,6.4,0.0,0.0,423.2307692307692,3674.3,4497.428571428572,11634.413793103447,11585.793103448275,10915.0,5932.551724137931,7872.0,6476.8,8957.428571428572,14035.199999999999,14183.172413793103,27634.965517241377,10139.448275862069,7266.413793103448,10176.233333333334,5934.533333333333,5868.8,5635.8,1752.5333333333333,중곡3동,대원고교앞
477,10,104000041,5134,512.516129032258,0.0,0.0,0.0,1237.2413793103447,6137.41935483871,8064.700000000001,22260.93333333333,22108.645161290322,17098.0,12503.862068965518,10127.357142857143,8833.612903225807,10987.862068965516,9675.0,13350.0,31524.193548387095,17066.90322580645,18193.193548387095,13894.7,9714.800000000001,12375.0,9691.096774193547,2615.741935483871,중곡3동,대원고교앞
478,11,104000041,5134,1552.5333333333333,0.0,0.0,0.0,2027.7142857142858,11606.4,16228.96551724138,42108.933333333334,46293.33333333333,36530.0,24439.199999999997,22009.399999999998,23203.4,24420.0,21178.466666666667,29322.62068965517,59581.5,34750.0,27849.749999999996,26932.551724137935,18993.103448275862,18268.137931034482,15075.827586206895,4427.655172413793,중곡3동,대원고교앞
479,12,104000041,5134,1237.5,0.0,0.0,0.0,2030.5714285714287,12188.0,16575.0,39183.75,49522.0,41064.0,31485.375,26104.222222222223,31095.999999999996,27133.88888888889,28208.0,33408.22222222222,61387.0,36555.555555555555,32370.666666666668,29923.75,17367.75,17018.75,13671.0,4485.25,중곡3동,대원고교앞
480,1,104000042,5135,1132.1379310344828,0.0,0.0,0.0,541.88,4352.9655172413795,5346.827586206897,5680.137931034483,13317.931034482759,8331.379310344828,8679.724137931034,9472.655172413793,12128.551724137931,12496.827586206897,13461.379310344826,12246.965517241379,14632.344827586208,16814.48275862069,18488.58620689655,20472.827586206895,15230.172413793103,17992.344827586207,12915.172413793103,5044.933333333333,중곡4동,용암사입구
481,2,104000042,5135,1106.0,0.0,0.0,0.0,454.4347826086957,3356.16,3798.0,4473.518518518518,9267.703703703704,6352.230769230769,7876.0,6980.666666666666,9280.0,8783.222222222223,9720.0,10968.074074074073,11948.0,11506.407407407409,14512.77777777778,15943.111111111111,12066.77777777778,13777.592592592591,11323.25925925926,4143.769230769231,중곡4동,용암사입구
482,3,104000042,5135,1072.0,0.0,0.0,0.0,448.0,3578.3999999999996,4014.8333333333335,4340.0,11842.083333333332,8763.0,7855.434782608695,8711.333333333332,10259.095238095239,9617.181818181818,8536.2,11577.75,13020.0,11884.727272727274,15050.0,13934.5,10546.25,10092.56,8544.199999999999,5204.75,중곡4동,용암사입구
483,4,104000042,5135,1778.88,0.0,0.0,0.0,883.3333333333334,4581.5,5856.4800000000005,5280.653846153847,14147.0,10385.692307692309,9371.923076923078,8010.692307692308,8427.555555555555,8714.153846153846,8655.92,10022.083333333334,10175.136363636364,8507.727272727274,13082.608695652174,12263.652173913044,9982.199999999999,10140.0,10882.454545454546,6315.12,중곡4동,용암사입구
484,5,104000042,5135,979.9999999999999,0.0,0.0,0.0,313.3571428571429,1888.1333333333332,1625.2,2377.375,6388.875,5362.125,3560.0,3002.2941176470586,3782.9411764705883,3668.4375,4357.333333333334,4410.0,4042.5,3630.533333333333,5850.0,5434.6875,5773.466666666666,4557.066666666667,4458.285714285715,2444.0,중곡4동,용암사입구
485,6,104000042,5135,649.8461538461538,0.0,0.0,0.0,545.1363636363636,2021.2083333333333,1959.047619047619,2676.6666666666665,5684.0,3803.6785714285716,4834.666666666667,4690.5,5029.5,5436.111111111111,5708.571428571429,6125.111111111111,9829.925925925925,6461.851851851851,8824.444444444443,7948.111111111111,5203.851851851851,4989.259259259259,5131.0,2925.666666666667,중곡4동,용암사입구
486,7,104000042,5135,761.9999999999999,0.0,0.0,0.0,751.0384615384615,4089.777777777778,3237.6,3241.962962962963,8073.0,6016.214285714285,5696.678571428572,5102.035714285714,7701.333333333333,7177.500000000001,7674.2962962962965,7860.928571428572,8381.25,9648.0,12255.321428571428,11311.714285714286,7400.25,7597.035714285715,6550.0,3610.107142857143,중곡4동,용암사입구
487,8,104000042,5135,227.5,0.0,0.0,0.0,252.00000000000003,1229.8181818181818,852.1739130434783,882.3043478260869,3034.75,2614.6400000000003,2244.0,2507.142857142857,3133.5384615384614,2882.04,4403.259259259259,4103.2307692307695,3435.2,4004.88,3963.3999999999996,3532.7999999999997,2868.8799999999997,2697.0,3360.740740740741,1531.8,중곡4동,용암사입구
488,9,104000042,5135,383.0689655172414,5.714285714285714,0.0,0.0,395.2,1156.5,770.5925925925926,1048.0,3025.0,1936.0357142857144,2080.0,2173.3333333333335,2457.933333333333,2625.535714285714,3166.6666666666665,3326.2758620689656,2961.607142857143,2683.714285714286,3503.655172413793,3213.3333333333335,3651.2666666666664,4367.6,3364.0,1951.0344827586207,중곡4동,용암사입구
489,10,104000042,5135,642.8709677419355,0.0,0.0,0.0,403.8965517241379,2078.3225806451615,1640.1000000000001,2497.3548387096776,5113.1612903225805,3517.032258064516,4748.275862068966,4568.142857142857,5346.4838709677415,4769.0,4611.0,4795.900000000001,6436.129032258064,5177.806451612903,7053.967741935484,8073.5,5846.4,6600.967741935484,6152.903225806452,3580.483870967742,중곡4동,용암사입구
490,11,104000042,5135,858.6,0.0,0.0,0.0,949.0,4159.5,3482.4827586206893,4207.5,11649.533333333335,6840.0,7433.833333333334,8888.733333333334,13294.933333333334,9629.800000000001,9900.800000000001,9892.689655172415,12368.5,11461.75,16617.0,13985.034482758621,10393.103448275862,10404.413793103447,12736.0,5233.172413793103,중곡4동,용암사입구
491,12,104000042,5135,1278.0,0.0,0.0,0.0,311.11111111111114,4492.8,3576.0,3564.4,9577.6,5905.5,6723.599999999999,6667.5,10232.444444444445,8593.714285714286,8811.111111111111,10170.0,17070.625,13971.2,18535.600000000002,15489.6,10863.3,11202.4,12630.0,6017.5,중곡4동,용암사입구
492,1,104000043,5136,901.5172413793103,0.0,0.0,0.0,874.0,2645.103448275862,4144.827586206897,4978.3448275862065,12495.034482758621,12091.758620689656,10377.931034482757,11449.137931034482,13798.068965517243,12300.41379310345,14319.655172413792,15507.10344827586,16344.206896551725,18807.310344827583,21048.241379310344,19193.275862068964,13333.965517241379,15748.448275862067,10601.379310344828,3600.5333333333333,중곡4동,대원고교앞
493,2,104000043,5136,737.3333333333333,0.0,0.0,0.0,786.5217391304349,1769.2799999999997,3726.0,4710.888888888889,11182.518518518518,8186.461538461538,9174.0,8699.62962962963,11793.333333333334,10749.296296296296,10540.0,12059.037037037036,14674.0,13015.444444444445,13975.888888888889,15278.814814814814,9848.222222222223,10831.666666666666,8180.148148148149,3117.8846153846157,중곡4동,대원고교앞
494,3,104000043,5136,1232.0,0.0,0.0,0.0,1288.0,1925.52,3904.3333333333335,11446.75,15095.625,12190.0,7468.043478260869,9952.333333333332,10592.04761904762,9617.181818181818,11034.6,13265.05,19969.636363636364,14446.09090909091,13818.0,15887.5,8850.0,8050.88,9132.96,3931.4166666666665,중곡4동,대원고교앞
495,4,104000043,5136,1866.0800000000002,0.0,0.0,0.0,1766.6666666666667,2348.5,4163.280000000001,11108.307692307693,16520.5,13342.384615384615,10188.846153846154,8819.653846153846,8575.407407407407,8491.153846153846,9409.92,12475.25,16722.727272727272,11672.045454545456,11752.173913043478,12665.739130434782,8712.199999999999,8612.24,11992.90909090909,5150.88,중곡4동,대원고교앞
496,5,104000043,5136,708.235294117647,0.0,0.0,0.0,825.4285714285714,914.6666666666666,1564.0,5103.3125,7857.0,6346.3125,4000.0,2719.0588235294117,3623.294117647059,3425.625,4973.666666666667,5311.764705882353,6039.6875,4968.866666666666,5769.642857142857,5503.75,4883.066666666667,3992.8,4422.714285714286,2359.5,중곡4동,대원고교앞
497,6,104000043,5136,697.2307692307692,0.0,0.0,0.0,748.5454545454546,1006.875,1764.7619047619046,4720.833333333333,6576.307692307692,5313.535714285715,5477.111111111111,4611.0,5628.0,5003.333333333333,7416.000000000001,7778.222222222222,14626.74074074074,8896.111111111111,7655.592592592592,9274.222222222223,4574.814814814815,4764.074074074074,5446.0,2255.6666666666665,중곡4동,대원고교앞
498,7,104000043,5136,1025.4074074074074,0.0,0.0,0.0,1175.5384615384617,1997.3333333333335,2815.8,6292.518518518519,8645.0,7110.071428571428,6172.392857142857,5613.428571428572,7118.666666666666,6919.846153846154,8172.777777777778,9208.857142857143,13758.75,12060.0,11911.392857142857,11720.57142857143,6873.75,6222.142857142858,6700.0,3155.214285714286,중곡4동,대원고교앞
499,8,104000043,5136,288.16666666666663,0.0,0.0,0.0,392.72727272727275,625.2727272727273,758.2608695652174,1926.8260869565217,3883.6666666666665,2788.52,2519.0,2390.142857142857,3227.076923076923,3293.7599999999998,5110.925925925926,4676.307692307692,5098.5599999999995,5402.16,4039.3999999999996,4108.8,2511.68,2526.625,3158.5185185185187,1288.0,중곡4동,대원고교앞
