,사용년월,표준버스정류장ID,버스정류장ARS번호,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,행정동
11,1,104000011,5104,7232.827586206897,303.0,0.0,0.0,0.0,804.4137931034483,4445.6551724137935,8290.206896551725,17616.0,12349.41379310345,11965.655172413793,11586.206896551725,13521.655172413792,13257.310344827585,17192.758620689656,18978.44827586207,22533.793103448275,26552.689655172413,44585.793103448275,36714.03448275862,30931.379310344826,39526.620689655174,19205.58620689655,7718.5,중곡1동
12,1,104000012,5105,2728.551724137931,303.0,0.0,0.0,0.0,1161.9310344827586,4031.034482758621,6735.793103448276,11856.0,9734.793103448275,8848.551724137931,8496.551724137931,11094.068965517241,10786.413793103447,9726.862068965518,12623.379310344828,11993.793103448277,15639.448275862069,20920.344827586207,18432.206896551725,15134.689655172413,19347.93103448276,10225.793103448275,4149.5,중곡1동
13,1,104000013,5106,0.0,0.0,0.0,0.0,5011.692307692308,9541.241379310344,8499.724137931034,22138.620689655174,24480.0,16177.965517241379,12091.344827586207,9486.206896551725,10462.896551724138,9883.58620689655,8855.448275862069,8111.931034482759,7653.793103448276,9022.758620689656,9275.793103448275,5886.275862068966,4930.758620689655,4700.344827586207,2642.3793103448274,946.0,중곡1동
14,1,104000014,5107,5218.896551724138,168.33333333333331,0.0,0.0,0.0,826.7586206896552,4031.034482758621,10056.586206896553,16488.0,12022.586206896553,14781.103448275862,15375.862068965516,16628.965517241377,15585.655172413792,18535.206896551725,21733.03448275862,24073.103448275862,26359.344827586207,32033.58620689655,28271.310344827587,20362.206896551725,28857.93103448276,16369.862068965516,7546.5,중곡1동
15,1,104000015,5108,0.0,0.0,0.0,0.0,4287.346153846153,4982.896551724138,8039.034482758621,16745.275862068967,24024.0,16948.344827586207,12619.241379310344,9510.344827586207,11336.827586206897,11024.0,9373.586206896553,11365.379310344828,10540.0,14028.241379310344,12109.448275862069,8550.137931034482,6414.551724137931,6952.137931034483,3866.8965517241377,1075.0,중곡1동
16,1,104000016,5109,3693.7241379310344,0.0,0.0,0.0,0.0,1908.103448275862,4028.0,13481.068965517241,25755.517241379308,18429.51724137931,27480.41379310345,26493.620689655174,31156.06896551724,31932.44827586207,35598.89655172414,36168.75862068965,46267.58620689655,44071.03448275862,53302.89655172414,46026.55172413793,37217.10344827586,36521.93103448276,21640.344827586207,8465.666666666668,중곡3동
17,1,104000018,5111,389.7931034482759,0.0,0.0,0.0,5736.038461538462,14725.241379310344,16008.96551724138,24917.724137931036,35880.0,29577.896551724138,23780.48275862069,22279.310344827587,21192.827586206895,26110.724137931033,21267.206896551725,20409.96551724138,18493.103448275862,20773.827586206895,20566.137931034482,16262.448275862069,13308.48275862069,15587.655172413793,6874.482758620689,2193.0,중곡1동
18,1,104000019,5112,281.51724137931035,235.66666666666666,110.25,44.74074074074074,6029.692307692308,17384.275862068967,12507.724137931034,23292.655172413793,29616.0,20823.58620689655,19004.275862068964,19455.1724137931,20124.689655172413,17153.724137931033,18652.96551724138,15963.586206896553,14730.344827586208,14758.655172413793,18285.931034482757,11278.448275862069,7738.551724137931,7236.344827586207,5112.896551724138,1741.5,중곡1동
19,1,104000020,5113,34.0,1920.0,902.4000000000001,502.52,3137.037037037037,3963.9999999999995,6242.275862068966,7788.3448275862065,11589.827586206897,14533.862068965516,15786.482758620688,12331.172413793105,17009.172413793105,18617.310344827587,23856.689655172417,28744.275862068964,27258.620689655174,31199.413793103446,39829.6551724138,44066.06896551724,36485.89655172414,48212.0,30490.620689655174,9945.866666666665,중곡2동
20,1,104000021,5114,544.0,510.0,601.6,975.4799999999999,3293.8888888888887,7210.379310344827,4103.068965517242,16739.655172413793,22112.655172413793,17199.62068965517,20056.275862068964,17949.51724137931,21577.137931034486,23216.448275862072,25239.172413793105,31998.344827586207,34236.8275862069,33420.62068965517,41150.1724137931,39248.44827586207,30388.068965517243,39950.0,23986.41379310345,10538.666666666666,중곡2동
21,1,104000022,5115,170.0,420.0,413.6,147.79999999999998,2195.925925925926,4510.758620689655,3857.586206896552,9444.689655172413,13907.793103448277,12014.172413793103,10067.310344827585,8901.793103448277,11029.96551724138,11626.620689655174,12229.655172413793,12134.965517241379,16173.448275862069,14625.793103448274,17416.55172413793,18259.793103448275,14149.655172413793,15368.0,11081.241379310346,2931.066666666666,중곡2동
22,1,104000023,5116,1870.0,0.0,0.0,0.0,6744.62962962963,20469.275862068964,33946.75862068966,64738.41379310344,94337.51724137932,63868.65517241379,45361.65517241379,41480.896551724145,42820.03448275862,41907.34482758621,38425.93103448276,36371.0,38707.24137931035,36598.65517241379,41507.06896551724,28366.689655172413,19270.48275862069,24854.0,17344.55172413793,6092.666666666666,중곡2동
23,1,104000024,5117,238.0,0.0,0.0,0.0,0.0,1913.655172413793,10170.0,15752.896551724138,35468.551724137935,24795.20689655172,21662.344827586207,18679.172413793105,19683.103448275862,19463.55172413793,21127.172413793105,20744.689655172413,26422.689655172413,25253.413793103446,32584.655172413793,27793.96551724138,19472.620689655174,23698.0,12423.379310344828,4643.599999999999,중곡2동
24,1,104000026,5119,238.0,0.0,0.0,0.0,0.0,205.03448275862067,2770.4482758620693,6202.482758620689,14386.103448275862,12269.793103448275,11712.55172413793,10142.206896551725,10361.48275862069,8940.724137931034,12158.758620689656,12948.482758620688,15446.551724137931,14147.379310344826,19272.41379310345,14890.827586206897,11083.896551724138,10608.0,6986.0,1679.6,중곡2동
25,1,104000027,5120,4626.482758620689,2143.2,1593.0,955.2592592592592,1944.84,823.1034482758621,9120.0,20052.62068965517,26394.413793103446,17720.689655172413,14265.310344827587,12781.655172413793,15232.758620689654,15426.689655172413,17760.068965517243,21262.62068965517,26190.758620689656,26479.655172413793,35846.75862068966,32834.68965517241,21947.58620689655,30681.379310344826,19969.862068965518,7957.000000000001,중곡3동
