,x_index,y_index,격자 당 경로당 수,geometry,행정동,격자 당 어린이 보육시설 수,중심점,x,y
98,7,21,0,"POLYGON ((962188 1948508.0000000002, 962387.999999999 1948508.0000000002, 962387.9999999995 1948307.9999999998, 962188.0000000008 1948308.0000000005, 962188 1948508.0000000002))",자양3동,0,POINT (962287.9999999998 1948408.0000000002),962287.9999999998,1948408.0000000002
99,7,22,2,"POLYGON ((962188.0000000008 1948308.0000000005, 962387.9999999995 1948307.9999999998, 962388.0000000003 1948108.0000000007, 962188.0000000012 1948107.9999999993, 962188.0000000008 1948308.0000000005))",자양3동,0,POINT (962288.0000000002 1948208),962288.0000000002,1948208.0
100,7,23,0,"POLYGON ((962188.0000000012 1948107.9999999993, 962388.0000000003 1948108.0000000007, 962388.0000000003 1947908.0000000002, 962188.0000000001 1947908.000000001, 962188.0000000012 1948107.9999999993))",자양3동,0,POINT (962288.0000000006 1948008),962288.0000000006,1948008.0
101,7,24,0,"POLYGON ((962188.0000000001 1947908.000000001, 962388.0000000003 1947908.0000000002, 962387.999999999 1947708.0000000005, 962187.9999999993 1947707.9999999998, 962188.0000000001 1947908.000000001))",자양3동,0,POINT (962287.9999999995 1947808.0000000002),962287.9999999995,1947808.0000000002
102,7,25,0,"POLYGON ((962187.9999999993 1947707.9999999998, 962387.999999999 1947708.0000000005, 962387.9999999995 1947508, 962187.9999999998 1947508, 962187.9999999993 1947707.9999999998))",자양3동,0,POINT (962287.9999999994 1947608.0000000002),962287.9999999994,1947608.0000000002
103,7,26,0,"POLYGON ((962187.9999999998 1947508, 962387.9999999995 1947508, 962387.9999999992 1947308.0000000002, 962188.0000000008 1947308.0000000002, 962187.9999999998 1947508))",자양2동,0,POINT (962288 1947408),962288.0,1947408.0
104,7,27,0,"POLYGON ((962188.0000000008 1947308.0000000002, 962387.9999999992 1947308.0000000002, 962387.9999999993 1947107.9999999998, 962187.9999999993 1947108.0000000005, 962188.0000000008 1947308.0000000002))",자양2동,0,POINT (962287.9999999997 1947208),962287.9999999997,1947208.0
105,8,3,0,"POLYGON ((962388.0000000003 1952107.9999999995, 962587.9999999997 1952108.0000000016, 962587.9999999992 1951908.0000000005, 962388 1951908.0000000005, 962388.0000000003 1952107.9999999995))",중곡1동,0,POINT (962488 1952008.0000000002),962488.0,1952008.0000000002
106,8,4,0,"POLYGON ((962388 1951908.0000000005, 962587.9999999992 1951908.0000000005, 962588.0000000006 1951707.9999999993, 962387.9999999997 1951708, 962388 1951908.0000000005))",중곡1동,0,POINT (962487.9999999999 1951807.9999999998),962487.9999999999,1951807.9999999998
107,8,5,0,"POLYGON ((962387.9999999997 1951708, 962588.0000000006 1951707.9999999993, 962588.0000000009 1951508.000000001, 962388.0000000006 1951508.000000001, 962387.9999999997 1951708))",중곡1동,0,POINT (962488.0000000003 1951608.0000000002),962488.0000000003,1951608.0000000002
108,8,6,0,"POLYGON ((962388.0000000006 1951508.000000001, 962588.0000000009 1951508.000000001, 962587.9999999993 1951307.9999999998, 962387.9999999997 1951308.0000000005, 962388.0000000006 1951508.000000001))",중곡1동,1,POINT (962488.0000000002 1951408.0000000007),962488.0000000002,1951408.0000000007
109,8,7,0,"POLYGON ((962387.9999999997 1951308.0000000005, 962587.9999999993 1951307.9999999998, 962587.9999999995 1951108, 962388.0000000005 1951108, 962387.9999999997 1951308.0000000005))",중곡1동,0,POINT (962487.9999999998 1951208),962487.9999999998,1951208.0
110,8,8,0,"POLYGON ((962388.0000000005 1951108, 962587.9999999995 1951108, 962588.0000000006 1950908.000000001, 962388 1950908.000000001, 962388.0000000005 1951108))",군자동,0,POINT (962488 1951008.0000000002),962488.0,1951008.0000000002
111,8,9,0,"POLYGON ((962388 1950908.000000001, 962588.0000000006 1950908.000000001, 962587.9999999994 1950708.0000000005, 962387.9999999994 1950707.9999999998, 962388 1950908.000000001))",군자동,2,POINT (962487.9999999998 1950808.0000000005),962487.9999999998,1950808.0000000005
112,8,10,0,"POLYGON ((962387.9999999994 1950707.9999999998, 962587.9999999994 1950708.0000000005, 962587.9999999999 1950508.0000000007, 962388.0000000005 1950508.0000000014, 962387.9999999994 1950707.9999999998))",군자동,0,POINT (962487.9999999999 1950608.0000000005),962487.9999999999,1950608.0000000005
113,8,11,0,"POLYGON ((962388.0000000005 1950508.0000000014, 962587.9999999999 1950508.0000000007, 962588.0000000009 1950307.9999999995, 962387.9999999998 1950308.0000000002, 962388.0000000005 1950508.0000000014))",군자동,1,POINT (962488.0000000002 1950408),962488.0000000002,1950408.0
114,8,12,0,"POLYGON ((962387.9999999998 1950308.0000000002, 962588.0000000009 1950307.9999999995, 962587.9999999997 1950108.0000000005, 962388.000000001 1950107.999999999, 962387.9999999998 1950308.0000000002))",군자동,0,POINT (962488.0000000002 1950208),962488.0000000002,1950208.0
115,8,13,0,"POLYGON ((962388.000000001 1950107.999999999, 962587.9999999997 1950108.0000000005, 962587.9999999998 1949908.0000000007, 962388.0000000012 1949908, 962388.000000001 1950107.999999999))",능동,0,POINT (962488.0000000006 1950008),962488.0000000006,1950008.0
116,8,14,0,"POLYGON ((962388.0000000012 1949908, 962587.9999999998 1949908.0000000007, 962588.0000000002 1949707.9999999995, 962387.9999999992 1949708.0000000002, 962388.0000000012 1949908))",능동,0,POINT (962488.0000000001 1949807.9999999995),962488.0000000001,1949807.9999999995
117,8,15,0,"POLYGON ((962387.9999999992 1949708.0000000002, 962588.0000000002 1949707.9999999995, 962588.0000000003 1949508.0000000005, 962387.999999999 1949507.9999999998, 962387.9999999992 1949708.0000000002))",화양동,0,POINT (962487.9999999997 1949608.0000000002),962487.9999999997,1949608.0000000002
118,8,16,0,"POLYGON ((962387.999999999 1949507.9999999998, 962588.0000000003 1949508.0000000005, 962587.9999999994 1949308, 962387.9999999995 1949308.0000000007, 962387.999999999 1949507.9999999998))",화양동,0,POINT (962487.9999999998 1949408.0000000005),962487.9999999998,1949408.0000000005
119,8,17,0,"POLYGON ((962387.9999999995 1949308.0000000007, 962587.9999999994 1949308, 962588.0000000009 1949108.000000001, 962387.9999999999 1949108.0000000002, 962387.9999999995 1949308.0000000007))",화양동,0,POINT (962487.9999999997 1949208.0000000002),962487.9999999997,1949208.0000000002
120,8,18,0,"POLYGON ((962387.9999999999 1949108.0000000002, 962588.0000000009 1949108.000000001, 962587.9999999998 1948907.9999999998, 962387.9999999994 1948908.0000000005, 962387.9999999999 1949108.0000000002))",화양동,0,POINT (962488 1949008.0000000002),962488.0,1949008.0000000002
121,8,19,0,"POLYGON ((962387.9999999994 1948908.0000000005, 962587.9999999998 1948907.9999999998, 962587.9999999994 1948707.9999999993, 962387.9999999994 1948708, 962387.9999999994 1948908.0000000005))",자양3동,0,POINT (962487.9999999994 1948808),962487.9999999994,1948808.0
122,8,20,1,"POLYGON ((962387.9999999994 1948708, 962587.9999999994 1948707.9999999993, 962587.9999999992 1948508.0000000002, 962387.999999999 1948508.0000000002, 962387.9999999994 1948708))",자양3동,2,POINT (962487.9999999993 1948607.9999999998),962487.9999999993,1948607.9999999998
123,8,21,0,"POLYGON ((962387.999999999 1948508.0000000002, 962587.9999999992 1948508.0000000002, 962588.0000000005 1948307.9999999998, 962387.9999999995 1948307.9999999998, 962387.999999999 1948508.0000000002))",자양3동,1,POINT (962487.9999999995 1948407.9999999998),962487.9999999995,1948407.9999999998
124,8,22,0,"POLYGON ((962387.9999999995 1948307.9999999998, 962588.0000000005 1948307.9999999998, 962588.0000000002 1948108.0000000007, 962388.0000000003 1948108.0000000007, 962387.9999999995 1948307.9999999998))",자양3동,3,POINT (962488.0000000001 1948208),962488.0000000001,1948208.0
125,8,23,0,"POLYGON ((962388.0000000003 1948108.0000000007, 962588.0000000002 1948108.0000000007, 962587.9999999999 1947908.0000000002, 962388.0000000003 1947908.0000000002, 962388.0000000003 1948108.0000000007))",자양2동,4,POINT (962488.0000000002 1948008.0000000005),962488.0000000002,1948008.0000000005
126,8,24,0,"POLYGON ((962388.0000000003 1947908.0000000002, 962587.9999999999 1947908.0000000002, 962588.0000000009 1947708.0000000005, 962387.999999999 1947708.0000000005, 962388.0000000003 1947908.0000000002))",자양2동,0,POINT (962488 1947808.0000000002),962488.0,1947808.0000000002
127,8,25,0,"POLYGON ((962387.999999999 1947708.0000000005, 962588.0000000009 1947708.0000000005, 962588.0000000002 1947508.0000000007, 962387.9999999995 1947508, 962387.999999999 1947708.0000000005))",자양2동,0,POINT (962487.9999999998 1947608.0000000005),962487.9999999998,1947608.0000000005
128,8,26,0,"POLYGON ((962387.9999999995 1947508, 962588.0000000002 1947508.0000000007, 962587.9999999993 1947308.000000001, 962387.9999999992 1947308.0000000002, 962387.9999999995 1947508))",자양2동,0,POINT (962487.9999999997 1947408.0000000007),962487.9999999997,1947408.0000000007
129,8,27,0,"POLYGON ((962387.9999999992 1947308.0000000002, 962587.9999999993 1947308.000000001, 962587.9999999997 1947107.999999999, 962387.9999999993 1947107.9999999998, 962387.9999999992 1947308.0000000002))",자양2동,0,POINT (962487.9999999993 1947208.0000000002),962487.9999999993,1947208.0000000002
130,9,0,0,"POLYGON ((962588.000000001 1952707.9999999995, 962787.999999999 1952708.0000000002, 962788.0000000001 1952508.0000000005, 962588.0000000009 1952508.0000000005, 962588.000000001 1952707.9999999995))",중곡3동,0,POINT (962688.0000000002 1952608),962688.0000000002,1952608.0
131,9,1,0,"POLYGON ((962588.0000000009 1952508.0000000005, 962788.0000000001 1952508.0000000005, 962788.0000000009 1952308.0000000007, 962588.0000000007 1952307.9999999993, 962588.0000000009 1952508.0000000005))",중곡3동,0,POINT (962688.0000000006 1952408),962688.0000000006,1952408.0
132,9,2,0,"POLYGON ((962588.0000000007 1952307.9999999993, 962788.0000000009 1952308.0000000007, 962788.0000000007 1952107.9999999995, 962587.9999999997 1952108.0000000016, 962588.0000000007 1952307.9999999993))",중곡3동,0,POINT (962688.0000000008 1952208.0000000007),962688.0000000008,1952208.0000000007
133,9,3,0,"POLYGON ((962587.9999999997 1952108.0000000016, 962788.0000000007 1952107.9999999995, 962788.0000000007 1951908.0000000005, 962587.9999999992 1951908.0000000005, 962587.9999999997 1952108.0000000016))",중곡3동,1,POINT (962687.9999999997 1952008.0000000002),962687.9999999997,1952008.0000000002
134,9,4,0,"POLYGON ((962587.9999999992 1951908.0000000005, 962788.0000000007 1951908.0000000005, 962788.0000000003 1951708.0000000007, 962588.0000000006 1951707.9999999993, 962587.9999999992 1951908.0000000005))",중곡1동,0,POINT (962688.0000000002 1951808.0000000002),962688.0000000002,1951808.0000000002
135,9,5,0,"POLYGON ((962588.0000000006 1951707.9999999993, 962788.0000000003 1951708.0000000007, 962788.0000000009 1951507.9999999995, 962588.0000000009 1951508.000000001, 962588.0000000006 1951707.9999999993))",중곡1동,2,POINT (962688.0000000009 1951608.0000000002),962688.0000000009,1951608.0000000002
136,9,6,1,"POLYGON ((962588.0000000009 1951508.000000001, 962788.0000000009 1951507.9999999995, 962787.9999999997 1951307.9999999998, 962587.9999999993 1951307.9999999998, 962588.0000000009 1951508.000000001))",중곡1동,2,POINT (962688.0000000001 1951408),962688.0000000001,1951408.0
137,9,7,0,"POLYGON ((962587.9999999993 1951307.9999999998, 962787.9999999997 1951307.9999999998, 962787.9999999999 1951108.0000000007, 962587.9999999995 1951108, 962587.9999999993 1951307.9999999998))",중곡1동,0,POINT (962687.9999999995 1951207.9999999998),962687.9999999995,1951207.9999999998
138,9,8,0,"POLYGON ((962587.9999999995 1951108, 962787.9999999999 1951108.0000000007, 962788.000000001 1950908.0000000002, 962588.0000000006 1950908.000000001, 962587.9999999995 1951108))",군자동,1,POINT (962688.0000000005 1951008.0000000005),962688.0000000005,1951008.0000000005
139,9,9,0,"POLYGON ((962588.0000000006 1950908.000000001, 962788.000000001 1950908.0000000002, 962788.0000000002 1950707.9999999998, 962587.9999999994 1950708.0000000005, 962588.0000000006 1950908.000000001))",군자동,2,POINT (962688.0000000003 1950808.0000000005),962688.0000000003,1950808.0000000005
140,9,10,0,"POLYGON ((962587.9999999994 1950708.0000000005, 962788.0000000002 1950707.9999999998, 962788.0000000008 1950508, 962587.9999999999 1950508.0000000007, 962587.9999999994 1950708.0000000005))",군자동,0,POINT (962688.0000000001 1950608.0000000002),962688.0000000001,1950608.0000000002
141,9,11,0,"POLYGON ((962587.9999999999 1950508.0000000007, 962788.0000000008 1950508, 962788.0000000001 1950308.0000000002, 962588.0000000009 1950307.9999999995, 962587.9999999999 1950508.0000000007))",능동,0,POINT (962688.0000000002 1950408.0000000002),962688.0000000002,1950408.0000000002
142,9,12,0,"POLYGON ((962588.0000000009 1950307.9999999995, 962788.0000000001 1950308.0000000002, 962787.9999999993 1950107.9999999998, 962587.9999999997 1950108.0000000005, 962588.0000000009 1950307.9999999995))",능동,0,POINT (962688 1950207.9999999998),962688.0,1950207.9999999998
143,9,13,0,"POLYGON ((962587.9999999997 1950108.0000000005, 962787.9999999993 1950107.9999999998, 962788.0000000001 1949908, 962587.9999999998 1949908.0000000007, 962587.9999999997 1950108.0000000005))",능동,0,POINT (962687.9999999998 1950008),962687.9999999998,1950008.0
144,9,14,0,"POLYGON ((962587.9999999998 1949908.0000000007, 962788.0000000001 1949908, 962787.9999999993 1949708.0000000002, 962588.0000000002 1949707.9999999995, 962587.9999999998 1949908.0000000007))",능동,1,POINT (962687.9999999997 1949808),962687.9999999997,1949808.0
145,9,15,0,"POLYGON ((962588.0000000002 1949707.9999999995, 962787.9999999993 1949708.0000000002, 962788.0000000007 1949508.0000000005, 962588.0000000003 1949508.0000000005, 962588.0000000002 1949707.9999999995))",화양동,1,POINT (962688.0000000002 1949607.9999999998),962688.0000000002,1949607.9999999998
146,9,16,0,"POLYGON ((962588.0000000003 1949508.0000000005, 962788.0000000007 1949508.0000000005, 962787.9999999991 1949307.9999999986, 962587.9999999994 1949308, 962588.0000000003 1949508.0000000005))",화양동,0,POINT (962688 1949407.9999999998),962688.0,1949407.9999999998
147,9,17,0,"POLYGON ((962587.9999999994 1949308, 962787.9999999991 1949307.9999999986, 962788.0000000002 1949108.0000000016, 962588.0000000009 1949108.000000001, 962587.9999999994 1949308))",화양동,0,POINT (962687.9999999999 1949208.0000000005),962687.9999999999,1949208.0000000005
148,9,18,0,"POLYGON ((962588.0000000009 1949108.000000001, 962788.0000000002 1949108.0000000016, 962787.9999999991 1948907.9999999998, 962587.9999999998 1948907.9999999998, 962588.0000000009 1949108.000000001))",화양동,1,POINT (962688 1949008.000000001),962688.0,1949008.000000001
149,9,19,0,"POLYGON ((962587.9999999998 1948907.9999999998, 962787.9999999991 1948907.9999999998, 962787.9999999993 1948708, 962587.9999999994 1948707.9999999993, 962587.9999999998 1948907.9999999998))",자양1동,2,POINT (962687.9999999994 1948807.9999999998),962687.9999999994,1948807.9999999998
150,9,20,1,"POLYGON ((962587.9999999994 1948707.9999999993, 962787.9999999993 1948708, 962788.0000000001 1948508.0000000002, 962587.9999999992 1948508.0000000002, 962587.9999999994 1948707.9999999993))",자양1동,2,POINT (962687.9999999995 1948608),962687.9999999995,1948608.0
151,9,21,0,"POLYGON ((962587.9999999992 1948508.0000000002, 962788.0000000001 1948508.0000000002, 962788.0000000007 1948308.0000000005, 962588.0000000005 1948307.9999999998, 962587.9999999992 1948508.0000000002))",자양1동,2,POINT (962688.0000000001 1948408.0000000002),962688.0000000001,1948408.0000000002
152,9,22,0,"POLYGON ((962588.0000000005 1948307.9999999998, 962788.0000000007 1948308.0000000005, 962788.0000000002 1948108, 962588.0000000002 1948108.0000000007, 962588.0000000005 1948307.9999999998))",자양2동,2,POINT (962688.0000000006 1948208.0000000002),962688.0000000006,1948208.0000000002
153,9,23,1,"POLYGON ((962588.0000000002 1948108.0000000007, 962788.0000000002 1948108, 962788.0000000003 1947908.0000000002, 962587.9999999999 1947908.0000000002, 962588.0000000002 1948108.0000000007))",자양2동,0,POINT (962688.0000000002 1948008.0000000002),962688.0000000002,1948008.0000000002
154,9,24,0,"POLYGON ((962587.9999999999 1947908.0000000002, 962788.0000000003 1947908.0000000002, 962788.0000000002 1947708.0000000005, 962588.0000000009 1947708.0000000005, 962587.9999999999 1947908.0000000002))",자양2동,0,POINT (962688.0000000003 1947808.0000000005),962688.0000000003,1947808.0000000005
155,9,25,0,"POLYGON ((962588.0000000009 1947708.0000000005, 962788.0000000002 1947708.0000000005, 962787.9999999991 1947508, 962588.0000000002 1947508.0000000007, 962588.0000000009 1947708.0000000005))",자양2동,0,POINT (962688 1947608.0000000007),962688.0,1947608.0000000007
156,9,26,0,"POLYGON ((962588.0000000002 1947508.0000000007, 962787.9999999991 1947508, 962788.0000000006 1947308.0000000002, 962587.9999999993 1947308.000000001, 962588.0000000002 1947508.0000000007))",자양2동,0,POINT (962687.9999999998 1947408),962687.9999999998,1947408.0
157,9,27,0,"POLYGON ((962587.9999999993 1947308.000000001, 962788.0000000006 1947308.0000000002, 962787.9999999997 1947108.0000000005, 962587.9999999997 1947107.999999999, 962587.9999999993 1947308.000000001))",자양2동,0,POINT (962687.9999999995 1947208.0000000005),962687.9999999995,1947208.0000000005
158,10,0,0,"POLYGON ((962787.999999999 1952708.0000000002, 962988.0000000009 1952708.0000000002, 962987.9999999997 1952507.9999999998, 962788.0000000001 1952508.0000000005, 962787.999999999 1952708.0000000002))",중곡3동,0,POINT (962888 1952608.0000000005),962888.0,1952608.0000000005
159,10,1,0,"POLYGON ((962788.0000000001 1952508.0000000005, 962987.9999999997 1952507.9999999998, 962988.0000000001 1952308.0000000007, 962788.0000000009 1952308.0000000007, 962788.0000000001 1952508.0000000005))",중곡3동,2,POINT (962888.0000000002 1952408.0000000005),962888.0000000002,1952408.0000000005
160,10,2,0,"POLYGON ((962788.0000000009 1952308.0000000007, 962988.0000000001 1952308.0000000007, 962987.9999999992 1952108.000000001, 962788.0000000007 1952107.9999999995, 962788.0000000009 1952308.0000000007))",중곡3동,0,POINT (962888 1952208.0000000007),962888.0,1952208.0000000007
161,10,3,0,"POLYGON ((962788.0000000007 1952107.9999999995, 962987.9999999992 1952108.000000001, 962988.0000000006 1951908.0000000005, 962788.0000000007 1951908.0000000005, 962788.0000000007 1952107.9999999995))",중곡3동,4,POINT (962888.0000000002 1952008),962888.0000000002,1952008.0
162,10,4,1,"POLYGON ((962788.0000000007 1951908.0000000005, 962988.0000000006 1951908.0000000005, 962987.9999999991 1951708, 962788.0000000003 1951708.0000000007, 962788.0000000007 1951908.0000000005))",중곡1동,1,POINT (962888.0000000002 1951808.0000000005),962888.0000000002,1951808.0000000005
163,10,5,0,"POLYGON ((962788.0000000003 1951708.0000000007, 962987.9999999991 1951708, 962988.0000000008 1951508.000000001, 962788.0000000009 1951507.9999999995, 962788.0000000003 1951708.0000000007))",중곡1동,0,POINT (962888.0000000001 1951608.0000000002),962888.0000000001,1951608.0000000002
164,10,6,0,"POLYGON ((962788.0000000009 1951507.9999999995, 962988.0000000008 1951508.000000001, 962988.0000000003 1951307.9999999998, 962787.9999999997 1951307.9999999998, 962788.0000000009 1951507.9999999995))",중곡1동,2,POINT (962888.0000000005 1951407.9999999998),962888.0000000005,1951407.9999999998
165,10,7,0,"POLYGON ((962787.9999999997 1951307.9999999998, 962988.0000000003 1951307.9999999998, 962987.9999999994 1951108.0000000007, 962787.9999999999 1951108.0000000007, 962787.9999999997 1951307.9999999998))",중곡1동,0,POINT (962887.9999999998 1951208.0000000005),962887.9999999998,1951208.0000000005
166,10,8,0,"POLYGON ((962787.9999999999 1951108.0000000007, 962987.9999999994 1951108.0000000007, 962987.9999999993 1950908.0000000002, 962788.000000001 1950908.0000000002, 962787.9999999999 1951108.0000000007))",중곡2동,0,POINT (962887.9999999998 1951008.0000000005),962887.9999999998,1951008.0000000005
167,10,9,0,"POLYGON ((962788.000000001 1950908.0000000002, 962987.9999999993 1950908.0000000002, 962987.9999999993 1950707.9999999998, 962788.0000000002 1950707.9999999998, 962788.000000001 1950908.0000000002))",능동,1,POINT (962888 1950808),962888.0,1950808.0
168,10,10,1,"POLYGON ((962788.0000000002 1950707.9999999998, 962987.9999999993 1950707.9999999998, 962988.000000001 1950508.0000000007, 962788.0000000008 1950508, 962788.0000000002 1950707.9999999998))",능동,1,POINT (962888.0000000002 1950607.9999999998),962888.0000000002,1950607.9999999998
169,10,11,0,"POLYGON ((962788.0000000008 1950508, 962988.000000001 1950508.0000000007, 962987.9999999992 1950308.000000001, 962788.0000000001 1950308.0000000002, 962788.0000000008 1950508))",능동,0,POINT (962888.0000000002 1950408.0000000005),962888.0000000002,1950408.0000000005
170,10,12,0,"POLYGON ((962788.0000000001 1950308.0000000002, 962987.9999999992 1950308.000000001, 962987.9999999997 1950107.9999999998, 962787.9999999993 1950107.9999999998, 962788.0000000001 1950308.0000000002))",능동,0,POINT (962887.9999999995 1950208),962887.9999999995,1950208.0
171,10,13,0,"POLYGON ((962787.9999999993 1950107.9999999998, 962987.9999999997 1950107.9999999998, 962987.9999999998 1949908.0000000007, 962788.0000000001 1949908, 962787.9999999993 1950107.9999999998))",능동,0,POINT (962887.9999999998 1950008.0000000002),962887.9999999998,1950008.0000000002
172,10,14,0,"POLYGON ((962788.0000000001 1949908, 962987.9999999998 1949908.0000000007, 962988.0000000007 1949707.9999999995, 962787.9999999993 1949708.0000000002, 962788.0000000001 1949908))",능동,1,POINT (962888.0000000001 1949808),962888.0000000001,1949808.0
173,10,15,1,"POLYGON ((962787.9999999993 1949708.0000000002, 962988.0000000007 1949707.9999999995, 962987.9999999997 1949508.0000000005, 962788.0000000007 1949508.0000000005, 962787.9999999993 1949708.0000000002))",화양동,1,POINT (962888 1949608.0000000005),962888.0,1949608.0000000005
174,10,16,0,"POLYGON ((962788.0000000007 1949508.0000000005, 962987.9999999997 1949508.0000000005, 962988.0000000003 1949308, 962787.9999999991 1949307.9999999986, 962788.0000000007 1949508.0000000005))",화양동,1,POINT (962887.9999999999 1949407.9999999995),962887.9999999999,1949407.9999999995
175,10,17,0,"POLYGON ((962787.9999999991 1949307.9999999986, 962988.0000000003 1949308, 962987.9999999998 1949108.0000000002, 962788.0000000002 1949108.0000000016, 962787.9999999991 1949307.9999999986))",화양동,0,POINT (962888.0000000002 1949208.0000000002),962888.0000000002,1949208.0000000002
176,10,18,0,"POLYGON ((962788.0000000002 1949108.0000000016, 962987.9999999998 1949108.0000000002, 962987.9999999994 1948907.9999999998, 962787.9999999991 1948907.9999999998, 962788.0000000002 1949108.0000000016))",화양동,0,POINT (962887.9999999994 1949008.0000000002),962887.9999999994,1949008.0000000002
177,10,19,0,"POLYGON ((962787.9999999991 1948907.9999999998, 962987.9999999994 1948907.9999999998, 962988.0000000009 1948708.0000000007, 962787.9999999993 1948708, 962787.9999999991 1948907.9999999998))",자양1동,0,POINT (962887.9999999997 1948807.9999999998),962887.9999999997,1948807.9999999998
178,10,20,0,"POLYGON ((962787.9999999993 1948708, 962988.0000000009 1948708.0000000007, 962987.999999999 1948508.000000001, 962788.0000000001 1948508.0000000002, 962787.9999999993 1948708))",자양1동,2,POINT (962887.9999999998 1948608.0000000005),962887.9999999998,1948608.0000000005
179,10,21,0,"POLYGON ((962788.0000000001 1948508.0000000002, 962987.999999999 1948508.000000001, 962987.9999999995 1948307.9999999998, 962788.0000000007 1948308.0000000005, 962788.0000000001 1948508.0000000002))",자양1동,1,POINT (962887.9999999998 1948408.0000000005),962887.9999999998,1948408.0000000005
180,10,22,1,"POLYGON ((962788.0000000007 1948308.0000000005, 962987.9999999995 1948307.9999999998, 962987.9999999998 1948107.9999999993, 962788.0000000002 1948108, 962788.0000000007 1948308.0000000005))",자양1동,0,POINT (962888.0000000001 1948207.9999999998),962888.0000000001,1948207.9999999998
181,10,23,1,"POLYGON ((962788.0000000002 1948108, 962987.9999999998 1948107.9999999993, 962988.000000001 1947908.000000001, 962788.0000000003 1947908.0000000002, 962788.0000000002 1948108))",자양2동,1,POINT (962888.0000000002 1948008),962888.0000000002,1948008.0
182,10,24,0,"POLYGON ((962788.0000000003 1947908.0000000002, 962988.000000001 1947908.000000001, 962988.0000000005 1947708.0000000012, 962788.0000000002 1947708.0000000005, 962788.0000000003 1947908.0000000002))",자양2동,2,POINT (962888.0000000003 1947808.0000000002),962888.0000000003,1947808.0000000002
183,10,25,1,"POLYGON ((962788.0000000002 1947708.0000000005, 962988.0000000005 1947708.0000000012, 962987.9999999995 1947508, 962787.9999999991 1947508, 962788.0000000002 1947708.0000000005))",자양2동,0,POINT (962887.9999999998 1947608.0000000002),962887.9999999998,1947608.0000000002
184,10,26,0,"POLYGON ((962787.9999999991 1947508, 962987.9999999995 1947508, 962987.9999999999 1947308.0000000016, 962788.0000000006 1947308.0000000002, 962787.9999999991 1947508))",자양2동,0,POINT (962887.9999999998 1947408.0000000007),962887.9999999998,1947408.0000000007
185,10,27,0,"POLYGON ((962788.0000000006 1947308.0000000002, 962987.9999999999 1947308.0000000016, 962988.0000000006 1947107.9999999998, 962787.9999999997 1947108.0000000005, 962788.0000000006 1947308.0000000002))",자양2동,0,POINT (962888.0000000002 1947208.0000000005),962888.0000000002,1947208.0000000005
186,11,0,0,"POLYGON ((962988.0000000009 1952708.0000000002, 963188.0000000005 1952708.0000000002, 963187.9999999999 1952507.9999999998, 962987.9999999997 1952507.9999999998, 962988.0000000009 1952708.0000000002))",중곡3동,0,POINT (963088.0000000003 1952608.0000000002),963088.0000000003,1952608.0000000002
187,11,1,1,"POLYGON ((962987.9999999997 1952507.9999999998, 963187.9999999999 1952507.9999999998, 963188.0000000006 1952308, 962988.0000000001 1952308.0000000007, 962987.9999999997 1952507.9999999998))",중곡3동,3,POINT (963088.0000000002 1952408.0000000005),963088.0000000002,1952408.0000000005
188,11,2,0,"POLYGON ((962988.0000000001 1952308.0000000007, 963188.0000000006 1952308, 963187.9999999998 1952108.000000001, 962987.9999999992 1952108.000000001, 962988.0000000001 1952308.0000000007))",중곡3동,1,POINT (963087.9999999998 1952208.0000000005),963087.9999999998,1952208.0000000005
189,11,3,0,"POLYGON ((962987.9999999992 1952108.000000001, 963187.9999999998 1952108.000000001, 963188.0000000009 1951907.9999999998, 962988.0000000006 1951908.0000000005, 962987.9999999992 1952108.000000001))",중곡3동,1,POINT (963088.0000000001 1952008.0000000005),963088.0000000001,1952008.0000000005
190,11,4,0,"POLYGON ((962988.0000000006 1951908.0000000005, 963188.0000000009 1951907.9999999998, 963187.9999999992 1951707.9999999993, 962987.9999999991 1951708, 962988.0000000006 1951908.0000000005))",중곡3동,1,POINT (963088.0000000001 1951807.9999999998),963088.0000000001,1951807.9999999998
191,11,5,0,"POLYGON ((962987.9999999991 1951708, 963187.9999999992 1951707.9999999993, 963188.0000000005 1951507.9999999995, 962988.0000000008 1951508.000000001, 962987.9999999991 1951708))",중곡1동,1,POINT (963087.9999999999 1951607.9999999998),963087.9999999999,1951607.9999999998
192,11,6,0,"POLYGON ((962988.0000000008 1951508.000000001, 963188.0000000005 1951507.9999999995, 963187.9999999995 1951307.9999999998, 962988.0000000003 1951307.9999999998, 962988.0000000008 1951508.000000001))",중곡2동,0,POINT (963088.0000000002 1951408.0000000002),963088.0000000002,1951408.0000000002
193,11,7,0,"POLYGON ((962988.0000000003 1951307.9999999998, 963187.9999999995 1951307.9999999998, 963188.0000000002 1951107.9999999993, 962987.9999999994 1951108.0000000007, 962988.0000000003 1951307.9999999998))",중곡2동,0,POINT (963087.9999999999 1951207.9999999998),963087.9999999999,1951207.9999999998
194,11,8,0,"POLYGON ((962987.9999999994 1951108.0000000007, 963188.0000000002 1951107.9999999993, 963187.9999999995 1950908.000000001, 962987.9999999993 1950908.0000000002, 962987.9999999994 1951108.0000000007))",중곡2동,4,POINT (963087.9999999993 1951008.0000000002),963087.9999999993,1951008.0000000002
