,x_index,y_index,격자 당 경로당 수,geometry,행정동,격자 당 어린이 보육시설 수,중심점,x,y
60,5,26,0,"POLYGON ((961787.9999999993 1947508, 961987.9999999995 1947508, 961988.0000000006 1947307.9999999995, 961787.9999999992 1947308.0000000002, 961787.9999999993 1947508))",자양3동,0,POINT (961887.9999999999 1947408),961887.9999999999,1947408.0
61,5,27,0,"POLYGON ((961787.9999999992 1947308.0000000002, 961988.0000000006 1947307.9999999995, 961988.0000000006 1947107.9999999998, 961787.9999999994 1947107.9999999998, 961787.9999999992 1947308.0000000002))",자양3동,0,POINT (961887.9999999999 1947208.0000000002),961887.9999999999,1947208.0000000002
62,6,9,0,"POLYGON ((961988.0000000008 1950908.000000001, 962187.9999999993 1950908.0000000002, 962188.0000000002 1950707.9999999998, 961987.9999999998 1950707.999999999, 961988.0000000008 1950908.000000001))",군자동,0,POINT (962087.9999999999 1950807.9999999998),962087.9999999999,1950807.9999999998
63,6,10,0,"POLYGON ((961987.9999999998 1950707.999999999, 962188.0000000002 1950707.9999999998, 962188.0000000005 1950507.9999999993, 961988 1950508, 961987.9999999998 1950707.999999999))",군자동,1,POINT (962088.0000000001 1950607.9999999998),962088.0000000001,1950607.9999999998
64,6,11,2,"POLYGON ((961988 1950508, 962188.0000000005 1950507.9999999993, 962188.000000001 1950307.9999999995, 961988.0000000006 1950308.0000000002, 961988 1950508))",군자동,3,POINT (962088.0000000006 1950407.9999999995),962088.0000000006,1950407.9999999995
65,6,12,0,"POLYGON ((961988.0000000006 1950308.0000000002, 962188.000000001 1950307.9999999995, 962187.999999999 1950108.0000000005, 961988.0000000005 1950107.999999999, 961988.0000000006 1950308.0000000002))",군자동,0,POINT (962088 1950208),962088.0,1950208.0
66,6,13,0,"POLYGON ((961988.0000000005 1950107.999999999, 962187.999999999 1950108.0000000005, 962188 1949908, 961987.999999999 1949907.9999999993, 961988.0000000005 1950107.999999999))",군자동,1,POINT (962087.9999999998 1950007.9999999995),962087.9999999998,1950007.9999999995
67,6,14,1,"POLYGON ((961987.999999999 1949907.9999999993, 962188 1949908, 962188.000000001 1949708.0000000002, 961987.9999999994 1949708.0000000002, 961987.999999999 1949907.9999999993))",화양동,1,POINT (962087.9999999999 1949808.0000000002),962087.9999999999,1949808.0000000002
68,6,15,0,"POLYGON ((961987.9999999994 1949708.0000000002, 962188.000000001 1949708.0000000002, 962187.9999999991 1949507.9999999998, 961988.0000000008 1949508.0000000005, 961987.9999999994 1949708.0000000002))",화양동,2,POINT (962088.0000000002 1949608.0000000002),962088.0000000002,1949608.0000000002
69,6,16,0,"POLYGON ((961988.0000000008 1949508.0000000005, 962187.9999999991 1949507.9999999998, 962187.9999999997 1949308, 961988.0000000002 1949308, 961988.0000000008 1949508.0000000005))",화양동,0,POINT (962087.9999999999 1949407.9999999995),962087.9999999999,1949407.9999999995
70,6,17,0,"POLYGON ((961988.0000000002 1949308, 962187.9999999997 1949308, 962187.9999999999 1949108.0000000002, 961988.000000001 1949108.0000000016, 961988.0000000002 1949308))",화양동,0,POINT (962088.0000000003 1949208.0000000005),962088.0000000003,1949208.0000000005
71,6,18,0,"POLYGON ((961988.000000001 1949108.0000000016, 962187.9999999999 1949108.0000000002, 962188.0000000009 1948907.9999999998, 961988.0000000001 1948907.9999999998, 961988.000000001 1949108.0000000016))",자양3동,0,POINT (962088.0000000002 1949008.0000000002),962088.0000000002,1949008.0000000002
72,6,19,0,"POLYGON ((961988.0000000001 1948907.9999999998, 962188.0000000009 1948907.9999999998, 962187.9999999998 1948708, 961988.000000001 1948707.9999999993, 961988.0000000001 1948907.9999999998))",자양3동,0,POINT (962088.0000000006 1948808.0000000002),962088.0000000006,1948808.0000000002
73,6,20,2,"POLYGON ((961988.000000001 1948707.9999999993, 962187.9999999998 1948708, 962188 1948508.0000000002, 961988.0000000006 1948508.0000000002, 961988.000000001 1948707.9999999993))",자양3동,2,POINT (962088.0000000003 1948608.0000000002),962088.0000000003,1948608.0000000002
74,6,21,1,"POLYGON ((961988.0000000006 1948508.0000000002, 962188 1948508.0000000002, 962188.0000000008 1948308.0000000005, 961988.0000000001 1948307.9999999998, 961988.0000000006 1948508.0000000002))",자양3동,0,POINT (962088.0000000001 1948408.0000000002),962088.0000000001,1948408.0000000002
75,6,22,5,"POLYGON ((961988.0000000001 1948307.9999999998, 962188.0000000008 1948308.0000000005, 962188.0000000012 1948107.9999999993, 961988.0000000009 1948108.0000000007, 961988.0000000001 1948307.9999999998))",자양3동,2,POINT (962088.0000000009 1948208.0000000002),962088.0000000009,1948208.0000000002
76,6,23,0,"POLYGON ((961988.0000000009 1948108.0000000007, 962188.0000000012 1948107.9999999993, 962188.0000000001 1947908.000000001, 961987.9999999999 1947908.0000000016, 961988.0000000009 1948108.0000000007))",자양3동,2,POINT (962088.0000000005 1948008.0000000012),962088.0000000005,1948008.0000000012
77,6,24,0,"POLYGON ((961987.9999999999 1947908.0000000016, 962188.0000000001 1947908.000000001, 962187.9999999993 1947707.9999999998, 961988.0000000005 1947708.0000000005, 961987.9999999999 1947908.0000000016))",자양3동,0,POINT (962087.9999999999 1947808.000000001),962087.9999999999,1947808.000000001
78,6,25,0,"POLYGON ((961988.0000000005 1947708.0000000005, 962187.9999999993 1947707.9999999998, 962187.9999999998 1947508, 961987.9999999995 1947508, 961988.0000000005 1947708.0000000005))",자양3동,0,POINT (962087.9999999999 1947607.9999999998),962087.9999999999,1947607.9999999998
79,6,26,0,"POLYGON ((961987.9999999995 1947508, 962187.9999999998 1947508, 962188.0000000008 1947308.0000000002, 961988.0000000006 1947307.9999999995, 961987.9999999995 1947508))",자양3동,0,POINT (962088.0000000001 1947408.0000000002),962088.0000000001,1947408.0000000002
80,6,27,0,"POLYGON ((961988.0000000006 1947307.9999999995, 962188.0000000008 1947308.0000000002, 962187.9999999993 1947108.0000000005, 961988.0000000006 1947107.9999999998, 961988.0000000006 1947307.9999999995))",자양3동,0,POINT (962088.0000000002 1947208.0000000002),962088.0000000002,1947208.0000000002
81,7,4,0,"POLYGON ((962188.000000001 1951907.9999999998, 962388 1951908.0000000005, 962387.9999999997 1951708, 962187.9999999998 1951708.0000000014, 962188.000000001 1951907.9999999998))",중곡1동,0,POINT (962288.0000000003 1951808.0000000005),962288.0000000003,1951808.0000000005
82,7,5,0,"POLYGON ((962187.9999999998 1951708.0000000014, 962387.9999999997 1951708, 962388.0000000006 1951508.000000001, 962187.9999999998 1951508.0000000002, 962187.9999999998 1951708.0000000014))",중곡1동,0,POINT (962287.9999999997 1951608.0000000005),962287.9999999997,1951608.0000000005
83,7,6,0,"POLYGON ((962187.9999999998 1951508.0000000002, 962388.0000000006 1951508.000000001, 962387.9999999997 1951308.0000000005, 962188.0000000003 1951307.999999999, 962187.9999999998 1951508.0000000002))",중곡1동,0,POINT (962288 1951408.0000000002),962288.0,1951408.0000000002
84,7,7,0,"POLYGON ((962188.0000000003 1951307.999999999, 962387.9999999997 1951308.0000000005, 962388.0000000005 1951108, 962188.0000000005 1951107.9999999993, 962188.0000000003 1951307.999999999))",중곡1동,0,POINT (962288.0000000002 1951207.9999999998),962288.0000000002,1951207.9999999998
85,7,8,0,"POLYGON ((962188.0000000005 1951107.9999999993, 962388.0000000005 1951108, 962388 1950908.000000001, 962187.9999999993 1950908.0000000002, 962188.0000000005 1951107.9999999993))",군자동,1,POINT (962288.0000000001 1951008),962288.0000000001,1951008.0
86,7,9,0,"POLYGON ((962187.9999999993 1950908.0000000002, 962388 1950908.000000001, 962387.9999999994 1950707.9999999998, 962188.0000000002 1950707.9999999998, 962187.9999999993 1950908.0000000002))",군자동,3,POINT (962287.9999999998 1950808.0000000002),962287.9999999998,1950808.0000000002
87,7,10,1,"POLYGON ((962188.0000000002 1950707.9999999998, 962387.9999999994 1950707.9999999998, 962388.0000000005 1950508.0000000014, 962188.0000000005 1950507.9999999993, 962188.0000000002 1950707.9999999998))",군자동,1,POINT (962287.9999999999 1950607.9999999998),962287.9999999999,1950607.9999999998
88,7,11,0,"POLYGON ((962188.0000000005 1950507.9999999993, 962388.0000000005 1950508.0000000014, 962387.9999999998 1950308.0000000002, 962188.000000001 1950307.9999999995, 962188.0000000005 1950507.9999999993))",군자동,1,POINT (962288.0000000008 1950408),962288.0000000008,1950408.0
89,7,12,1,"POLYGON ((962188.000000001 1950307.9999999995, 962387.9999999998 1950308.0000000002, 962388.000000001 1950107.999999999, 962187.999999999 1950108.0000000005, 962188.000000001 1950307.9999999995))",군자동,1,POINT (962288.0000000003 1950207.9999999995),962288.0000000003,1950207.9999999995
90,7,13,1,"POLYGON ((962187.999999999 1950108.0000000005, 962388.000000001 1950107.999999999, 962388.0000000012 1949908, 962188 1949908, 962187.999999999 1950108.0000000005))",군자동,0,POINT (962288.0000000002 1950007.9999999998),962288.0000000002,1950007.9999999998
91,7,14,0,"POLYGON ((962188 1949908, 962388.0000000012 1949908, 962387.9999999992 1949708.0000000002, 962188.000000001 1949708.0000000002, 962188 1949908))",화양동,0,POINT (962288.0000000005 1949808.0000000002),962288.0000000005,1949808.0000000002
92,7,15,0,"POLYGON ((962188.000000001 1949708.0000000002, 962387.9999999992 1949708.0000000002, 962387.999999999 1949507.9999999998, 962187.9999999991 1949507.9999999998, 962188.000000001 1949708.0000000002))",화양동,0,POINT (962287.9999999997 1949608),962287.9999999997,1949608.0
93,7,16,0,"POLYGON ((962187.9999999991 1949507.9999999998, 962387.999999999 1949507.9999999998, 962387.9999999995 1949308.0000000007, 962187.9999999997 1949308, 962187.9999999991 1949507.9999999998))",화양동,0,POINT (962287.9999999992 1949408.0000000002),962287.9999999992,1949408.0000000002
94,7,17,0,"POLYGON ((962187.9999999997 1949308, 962387.9999999995 1949308.0000000007, 962387.9999999999 1949108.0000000002, 962187.9999999999 1949108.0000000002, 962187.9999999997 1949308))",화양동,0,POINT (962287.9999999998 1949208.0000000002),962287.9999999998,1949208.0000000002
95,7,18,0,"POLYGON ((962187.9999999999 1949108.0000000002, 962387.9999999999 1949108.0000000002, 962387.9999999994 1948908.0000000005, 962188.0000000009 1948907.9999999998, 962187.9999999999 1949108.0000000002))",화양동,0,POINT (962287.9999999999 1949008.0000000002),962287.9999999999,1949008.0000000002
96,7,19,1,"POLYGON ((962188.0000000009 1948907.9999999998, 962387.9999999994 1948908.0000000005, 962387.9999999994 1948708, 962187.9999999998 1948708, 962188.0000000009 1948907.9999999998))",자양3동,0,POINT (962287.9999999999 1948807.9999999998),962287.9999999999,1948807.9999999998
97,7,20,0,"POLYGON ((962187.9999999998 1948708, 962387.9999999994 1948708, 962387.999999999 1948508.0000000002, 962188 1948508.0000000002, 962187.9999999998 1948708))",자양3동,1,POINT (962287.9999999995 1948608),962287.9999999995,1948608.0
